dataset_idx,question,visual_cued,pred_orig,p_orig,pred_blank,p_blank,pred_blur,p_blur,pred_lowres,p_lowres,pred_crop,p_crop,swap_k,swap_same_rate,swap_mean_kl,swap_mean_js,kl_blank,js_blank,kl_blur,js_blur,kl_lowres,js_lowres,kl_crop,js_crop,delta_p_blank,delta_p_blur,delta_p_lowres,delta_p_crop,same_orig_blank,unexpected_dominance
35,Does this passage describe the weather or the climate?,1,cold,0.27076393365859985,cold,0.3760795593261719,warm,0.26732614636421204,warm,0.26151469349861145,cold,0.21008101105690002,8,0.75,0.7502908855676651,0.1269150678999722,0.44214341044425964,0.07712662220001221,0.13025233149528503,0.03274998813867569,0.11689719557762146,0.02946757711470127,0.05028300732374191,0.013007916044443846,0.10531562566757202,-0.052085861563682556,-0.0542791485786438,-0.06068292260169983,1,0
37,Does this passage describe the weather or the climate?,1,cold,0.28106728196144104,cold,0.37607964873313904,warm,0.2589748203754425,warm,0.3005150854587555,cold,0.7565887570381165,8,1.0,0.46130429580807686,0.08188548008911312,0.19544464349746704,0.042265962809324265,0.08347266912460327,0.02116137370467186,0.13970947265625,0.034039322286844254,0.998508632183075,0.18728501349687576,0.095012366771698,-0.11972716450691223,-0.15100181102752686,0.4755214750766754,1,1
41,"Is the following statement about our solar system true or false?
The volume of Mars is more than three times as large as Mercury's.",0,no,0.8720456957817078,no,0.3768022060394287,no,0.8063844442367554,no,0.6669132113456726,no,0.7029403448104858,8,0.625,0.6686945371329784,0.17684141360223293,0.5581077337265015,0.1505042463541031,0.019251538440585136,0.0051882388070225716,0.12880750000476837,0.03641528822481632,0.08807875961065292,0.024485697969794273,-0.49524348974227905,-0.06566125154495239,-0.20513248443603516,-0.16910535097122192,1,0
49,Select the bird below.,0,no,0.4150896370410919,no,0.5086914300918579,yes,0.32050466537475586,yes,0.3488214612007141,no,0.20288997888565063,8,0.625,0.9828697592020035,0.171957079321146,0.6165534257888794,0.09837901964783669,0.3169623911380768,0.0712478756904602,0.2465122640132904,0.06062191538512707,0.20200030505657196,0.05134453997015953,0.09360179305076599,-0.11464223265647888,-0.17350265383720398,-0.21219965815544128,1,0
52,"Which bird's beak is also adapted to crack large, hard nuts?",0,right,0.2537044584751129,left,0.24189504981040955,right,0.2366790771484375,right,0.2506199777126312,right,0.23861007392406464,8,0.125,0.5797746554017067,0.12682257732376456,0.4025103747844696,0.07244665920734406,0.19974763691425323,0.04488077946007252,0.16559892892837524,0.03943775035440922,0.033998630940914154,0.008350938558578491,-0.034080103039741516,-0.017025381326675415,-0.0030844807624816895,-0.015094384551048279,0,0
53,"Complete the sentence.
 is what happens when pollen lands on a female cone.",0,fall,0.20751315355300903,no,0.18504194915294647,fall,0.24861930310726166,fall,0.2372249960899353,fall,0.23709669709205627,8,0.625,0.12304194830358028,0.02892622002400458,0.1075032502412796,0.026541150175035,0.04661122336983681,0.011022553779184818,0.05131739377975464,0.012586799915879965,0.04916142299771309,0.012069832533597946,-0.07563827931880951,0.041106149554252625,0.02971184253692627,0.02958354353904724,0,0
54,Which property do these three objects have in common?,1,city,0.07299647480249405,farm,0.21368984878063202,disney,0.10591652989387512,disney,0.11095116287469864,public,0.06493719667196274,8,0.25,1.224951148033142,0.2307396810501814,0.9355006814002991,0.18732132762670517,0.37717312574386597,0.08579854294657707,0.6260952949523926,0.13382039964199066,0.24544227123260498,0.05929190292954445,-0.04367125406861305,-0.044804636389017105,-0.05597546510398388,-0.021882586181163788,0,0
55,Which term matches the picture?,0,all,0.08888736367225647,flowers,0.05886483192443848,all,0.052664924412965775,0,0.10522966831922531,all,0.04949324205517769,8,0.0,1.5169592648744583,0.28565132711082697,0.9679276347160339,0.19016564637422562,0.32545870542526245,0.07398827373981476,0.6078423857688904,0.1313321217894554,0.31306391954421997,0.07384337857365608,-0.08455487946048379,-0.036222439259290695,-0.029927369207143784,-0.03939412161707878,0,0
56,Is Chelonoidis nigra made up of many cells?,0,yes,0.9932708144187927,yes,0.852634847164154,yes,0.8054385781288147,yes,0.9362191557884216,yes,0.9969051480293274,8,0.875,0.394495018545058,0.08061041826954352,0.13096898794174194,0.04230319429188967,0.1856594830751419,0.059976205229759216,0.04366070777177811,0.013772245030850172,0.001609070342965424,0.00034757332468871027,-0.14063596725463867,-0.18783223628997803,-0.057051658630371094,0.003634333610534668,1,0
57,Which of these continents does the equator intersect?,1,australia,0.14202001690864563,africa,0.08305618911981583,africa,0.1265343874692917,right,0.10564089566469193,africa,0.18922856450080872,8,0.0,0.5171505678445101,0.11033001495525241,0.4789622724056244,0.11231694370508194,0.04666341841220856,0.011437390465289354,0.15475192666053772,0.03729982674121857,0.06851823627948761,0.017006699927151203,-0.10937007144093513,-0.038240402936935425,-0.07581856846809387,0.010035350918769836,0,0
59,What is the name of the colony shown?,1,unknown,0.09959147870540619,elephants,0.14122797548770905,unknown,0.1076357513666153,unknown,0.13179582357406616,unknown,0.1234206035733223,8,0.625,0.5721660516374438,0.12371164427434866,0.9084660410881042,0.18627262860536575,0.12415333837270737,0.0299573615193367,0.2311158925294876,0.05312786065042019,0.1843094378709793,0.043770283460617065,-0.05554363876581192,0.008044272661209106,0.03220434486865997,0.023829124867916107,0,0
65,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,0,middle,0.1430906355381012,middle,0.12693238258361816,middle,0.10781271755695343,middle,0.0823298841714859,middle,0.11878195405006409,8,0.875,0.15111377742141485,0.03739199123810977,0.07779339700937271,0.019672990776598454,0.030341416597366333,0.007377390982583165,0.08633098006248474,0.021276363171637058,0.028788555413484573,0.007112396415323019,-0.016158252954483032,-0.035277917981147766,-0.060760751366615295,-0.02430868148803711,1,0
66,Does this passage describe the weather or the climate?,1,cold,0.4182499647140503,cold,0.37607961893081665,cold,0.2273828536272049,warm,0.2162443995475769,cold,0.5487105846405029,8,0.5,0.6829092316329479,0.13080586935393512,0.23500752449035645,0.048509832471609116,0.11075906455516815,0.027001380920410156,0.12829440832138062,0.030696138739585876,0.06829951703548431,0.01666226238012314,-0.04217034578323364,-0.1908671110868454,-0.2072967290878296,0.13046061992645264,1,0
67,Identify the question that Rob's experiment can best answer.,0,yes,0.33946549892425537,no,0.3100525438785553,yes,0.3522161543369293,yes,0.3633706867694855,yes,0.36575254797935486,8,0.125,0.5733157433569431,0.10371516388840973,0.3697579801082611,0.058575477451086044,0.09340234100818634,0.020041179843246937,0.2005857676267624,0.036093274131417274,0.11215207725763321,0.021290266886353493,-0.06796103715896606,0.01275065541267395,0.023905187845230103,0.026287049055099487,0,0
68,"Based on the bubble map, what does the quotation ""Vanity, not love, has been my folly"" show?",1,no,0.10338924825191498,no,0.16242219507694244,no,0.11237530410289764,no,0.08418883383274078,no,0.10129515826702118,8,0.125,0.7892489181831479,0.14039023185614496,0.24731940031051636,0.05091322585940361,0.07911600917577744,0.019036224111914635,0.11458570510149002,0.028046661987900734,0.03928413987159729,0.009924128651618958,0.059032946825027466,0.008986055850982666,-0.019200414419174194,-0.002094089984893799,1,0
69,Which of these oceans does the prime meridian intersect?,1,pacific,0.3533277213573456,pacific,0.7849951982498169,pacific,0.5691736340522766,pacific,0.6240489482879639,pacific,0.35326582193374634,8,1.0,0.16770004061982036,0.03752839774824679,0.5475082993507385,0.11415079981088638,0.11926548182964325,0.02864910289645195,0.1826077699661255,0.043059924617409706,0.014121624641120434,0.0035195553209632635,0.4316674768924713,0.21584591269493103,0.2707212269306183,-6.189942359924316e-05,1,1
73,What can Rebecca and Damon trade to each get what they want?,0,food,0.38044989109039307,food,0.33256667852401733,food,0.22454221546649933,food,0.2579871416091919,food,0.3584323227405548,8,0.375,1.3111005127429962,0.24699053075164557,0.0996243953704834,0.02411000430583954,0.12342289835214615,0.03130204603075981,0.15543803572654724,0.03932328149676323,0.030869048088788986,0.007710802601650357,-0.04788321256637573,-0.15590767562389374,-0.12246274948120117,-0.022017568349838257,1,0
75,What is the capital of North Carolina?,0,california,0.07422439754009247,unknown,0.09689722210168839,california,0.09528697282075882,unknown,0.10021696984767914,california,0.1616128534078598,8,0.125,0.3287014530505985,0.06907464176765643,0.39562860131263733,0.08351029083132744,0.20013035833835602,0.04620330221951008,0.29885438084602356,0.06388668343424797,0.1280585676431656,0.031603927724063396,-0.02266576886177063,0.02106257528066635,-0.0025974810123443604,0.08738845586776733,0,0
78,Which animal's body is better adapted for protection against a predator with sharp teeth?,1,octopus,0.12310498207807541,horse,0.15880230069160461,cat,0.651940107345581,cat,0.66622394323349,lion,0.15806826949119568,8,0.0,1.175459049642086,0.2074919892475009,1.2359775304794312,0.1922720968723297,1.3502678871154785,0.30679067969322205,1.4020659923553467,0.31489144265651703,0.580170750617981,0.12392552196979523,-0.12227898562559858,-0.11805368075147271,-0.11882042186334729,-0.11099899467080832,0,0
79,What is the capital of Wyoming?,0,unknown,0.09238765388727188,unknown,0.19601976871490479,unknown,0.13275349140167236,unknown,0.10632875561714172,unknown,0.09247669577598572,8,1.0,0.5085192671976984,0.10228505975101143,0.4210180640220642,0.08560901135206223,0.16745531558990479,0.03765197657048702,0.2860335111618042,0.065645020455122,0.11369913071393967,0.027833489701151848,0.1036321148276329,0.04036583751440048,0.013941101729869843,8.904188871383667e-05,1,0
81,What is the direction of this push?,1,up,0.4977438747882843,right,0.42490488290786743,up,0.390270471572876,up,0.34597697854042053,up,0.5347620248794556,8,0.125,0.28560187481343746,0.06636141147464514,0.594514012336731,0.12467704340815544,0.07825193554162979,0.02029186673462391,0.09486985951662064,0.024413065053522587,0.018795637413859367,0.0046671738382428885,-0.39593812823295593,-0.10747340321540833,-0.15176689624786377,0.037018150091171265,0,0
82,Which statement describes the Gobi Desert ecosystem?,0,desert,0.7325567007064819,desert,0.43090930581092834,desert,0.6200485229492188,desert,0.35568904876708984,desert,0.6912800073623657,8,0.0,4.011206492781639,0.510889383032918,0.5235415101051331,0.13977166637778282,0.1366317868232727,0.037060532718896866,0.5055211186408997,0.1386149302124977,0.04199908301234245,0.011604719795286655,-0.3016473948955536,-0.11250817775726318,-0.3768676519393921,-0.04127669334411621,1,0
83,What is the capital of Wisconsin?,0,unknown,0.06410789489746094,unknown,0.06932687014341354,east,0.1343427449464798,east,0.13554272055625916,north,0.09488700330257416,8,0.5,0.7010221406817436,0.1510375179350376,0.4353976547718048,0.09651218727231026,0.21170192956924438,0.04796635918319225,0.3377780616283417,0.07760728150606155,0.15161794424057007,0.0372807253152132,0.005218975245952606,0.015262305736541748,-0.02137836441397667,-0.02500908449292183,1,0
84,Which of the following could Kenneth's test show?,0,left,0.4163866937160492,left,0.24161332845687866,left,0.377107173204422,left,0.3670505881309509,left,0.4369838535785675,8,1.0,0.29157877899706364,0.07410576101392508,0.22102883458137512,0.057120757177472115,0.17861706018447876,0.04467534460127354,0.19450974464416504,0.049046896398067474,0.04734881594777107,0.011015449184924364,-0.17477336525917053,-0.0392795205116272,-0.04933610558509827,0.02059715986251831,1,0
85,What is the expected ratio of offspring with fuzzy leaves to offspring with smooth leaves? Choose the most likely ratio.,0,3,0.1550172120332718,3,0.15975582599639893,3,0.1586611121892929,3,0.15385755896568298,3,0.16676275432109833,8,1.0,0.021167351864278316,0.005230375129031017,0.011944543570280075,0.0029296227730810642,0.01973835378885269,0.004976002033799887,0.027952581644058228,0.007165882037952542,0.014703573659062386,0.0036791153252124786,0.004738613963127136,0.003643900156021118,-0.0011596530675888062,0.011745542287826538,1,0
86,Which of the following could Emilio's test show?,0,left,0.31939685344696045,left,0.2350434809923172,left,0.32280391454696655,left,0.35544970631599426,left,0.32245081663131714,8,0.5,0.42045549862086773,0.09536923537962139,0.2462160736322403,0.05885379575192928,0.0681065171957016,0.017364162020385265,0.1286877989768982,0.030697226524353027,0.07648741453886032,0.01834641769528389,-0.08435337245464325,0.0034070611000061035,0.036052852869033813,0.0030539631843566895,1,0
87,Identify the question that Tim's experiment can best answer.,0,no,0.5186993479728699,yes,0.335690975189209,no,0.5739212036132812,no,0.5719983577728271,no,0.6690090894699097,8,0.875,0.1391766695305705,0.03620220010634512,0.12409726530313492,0.03185003064572811,0.07235657423734665,0.017189448699355125,0.062444038689136505,0.015276787802577019,0.06477713584899902,0.01540475245565176,-0.18366649746894836,0.05522185564041138,0.053299009799957275,0.1503097414970398,0,0
88,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,0,no,0.5134414434432983,yes,0.5935487747192383,yes,0.4741830825805664,yes,0.5403167009353638,yes,0.5416639447212219,8,0.75,0.22983242920599878,0.04673312472004909,0.06464424729347229,0.01588230673223734,0.007896220311522484,0.0019799387082457542,0.03392983600497246,0.008421548176556826,0.034270547330379486,0.008501295000314713,-0.1652233600616455,-0.056732118129730225,-0.12471294403076172,-0.12591630220413208,0,0
90,Which of these states is farthest west?,1,unknown,0.09307467937469482,left,0.11893027275800705,unknown,0.11661707609891891,unknown,0.08832576125860214,west,0.08286534994840622,8,0.375,0.5582503974437714,0.11650015972554684,0.522419273853302,0.12551335990428925,0.09785112738609314,0.023380566388368607,0.12719710171222687,0.03204484935849905,0.11159414798021317,0.027900004759430885,-0.05334082245826721,0.02354239672422409,-0.004748918116092682,-0.0333847813308239,0,0
92,What is the capital of Colorado?,0,england,0.08864236623048782,unknown,0.08485861122608185,unknown,0.07459951192140579,can't tell,0.0628482773900032,unknown,0.05779531970620155,8,0.375,0.4804414361715317,0.09841606474947184,0.47312629222869873,0.09985194727778435,0.13359682261943817,0.031178992241621017,0.33719485998153687,0.07731892913579941,0.11373621225357056,0.028167949989438057,-0.06967158615589142,-0.020207099616527557,-0.0674092061817646,-0.05250182002782822,0,0
94,Which trait did Ichthyornis have? Select the trait you can observe in the drawing.,1,male,0.04161130264401436,straight,0.05662764981389046,yes,0.04353330656886101,circle,0.06524849683046341,male,0.0420466847717762,8,0.125,0.6021518161938366,0.13325221482765637,0.4928518533706665,0.11509811505675316,0.18473181128501892,0.04295686446130276,0.33413374423980713,0.07529653236269951,0.1831427812576294,0.04189569316804409,-0.030674312263727188,-0.0006380751729011536,-0.009751807898283005,0.0004353821277618408,0,0
98,Is perfume a mineral?,0,yes,0.9988514184951782,no,0.5161067843437195,yes,0.995226263999939,yes,0.9952038526535034,yes,0.9995664954185486,8,0.625,1.0366831824649125,0.2124432499986142,0.7252538800239563,0.22313878685235977,0.0020263059996068478,0.0006085618078941479,0.002040049061179161,0.0006127957167336717,0.00042302304063923657,8.688602611073293e-05,-0.5189165771007538,-0.003625154495239258,-0.0036475658416748047,0.0007150769233703613,0,0
100,What is the probability that a rabbit produced by this cross will have black fur?,1,0,0.23682864010334015,0,0.18792548775672913,0,0.23925818502902985,0,0.22990554571151733,0,0.22925998270511627,8,1.0,0.0474198036827147,0.011514109733980149,0.019354838877916336,0.004963413113728166,0.007645281031727791,0.0019039902836084366,0.009789600968360901,0.0024451876524835825,0.003638066817075014,0.000895809440407902,-0.04890315234661102,0.0024295449256896973,-0.006923094391822815,-0.007568657398223877,1,1
105,Which of these states is farthest west?,1,unknown,0.07957480102777481,left,0.11892970651388168,unknown,0.11399726569652557,unknown,0.09550324082374573,west,0.07784374058246613,8,0.25,0.4354861220344901,0.09467448032228276,0.5410656929016113,0.12996697053313255,0.08147970587015152,0.019471323117613792,0.10767056047916412,0.026786239817738533,0.07065178453922272,0.017830049619078636,-0.039840854704380035,0.03442246466875076,0.015928439795970917,-0.013206936419010162,0,0
106,"During this time, thermal energy was transferred from () to ().",1,yes,0.1566419154405594,yes,0.235409215092659,yes,0.13989214599132538,water,0.1715414822101593,no,0.17280690371990204,8,0.25,0.5012822691351175,0.10599927906878293,0.2713313400745392,0.059767819941043854,0.27449554204940796,0.05899191088974476,0.3054141700267792,0.06527106463909149,0.17245502769947052,0.040881210938096046,0.07876729965209961,-0.01674976944923401,-0.02611313760280609,-0.09720179066061974,1,0
107,Which ocean is highlighted?,0,pacific,0.5436738729476929,pacific,0.8865652084350586,pacific,0.475896954536438,pacific,0.4748288691043854,pacific,0.3741305470466614,8,0.75,1.0608434863388538,0.18232223251834512,0.818446159362793,0.1060565933585167,0.046585097908973694,0.012207894120365381,0.054686322808265686,0.014280848670750856,0.17206063866615295,0.046109097078442574,0.3428913354873657,-0.06777691841125488,-0.0688450038433075,-0.1695433259010315,1,0
108,Which better describes the Monongahela National Forest ecosystem?,0,trees,0.22299864888191223,trees,0.2094261348247528,trees,0.2267642617225647,trees,0.21315540373325348,trees,0.21143999695777893,8,0.75,1.0767701119184494,0.21516490913927555,0.5844805836677551,0.13895981013774872,0.08957713097333908,0.020701458677649498,0.10022569447755814,0.02292745467275381,0.050892315804958344,0.012739633675664663,-0.013572514057159424,0.003765612840652466,-0.009843245148658752,-0.0115586519241333,1,0
109,Select the reptile below.,0,no,0.45699238777160645,no,0.4734330177307129,no,0.5918378829956055,no,0.5846092700958252,no,0.6054415106773376,8,0.875,0.6862281560897827,0.12452088668942451,0.5154891610145569,0.08451593667268753,0.511472761631012,0.07323861494660378,0.25921669602394104,0.04727417789399624,0.2988782227039337,0.051158538088202477,0.016440629959106445,0.13484549522399902,0.12761688232421875,0.1484491229057312,1,0
111,Select the amphibian below.,0,no,0.4602716267108917,yes,0.39300113916397095,no,0.3349655270576477,no,0.421354740858078,no,0.6156356334686279,8,0.25,0.5849810037761927,0.12620955822058022,0.5706779956817627,0.11190319433808327,0.13962550461292267,0.03691943734884262,0.05535000562667847,0.014714110642671585,0.20395439863204956,0.04478284530341625,-0.18503239750862122,-0.12530609965324402,-0.03891688585281372,0.1553640067577362,0,0
112,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,0,no,0.5347514748573303,yes,0.6042306423187256,no,0.48433971405029297,yes,0.5626605153083801,no,0.4848168194293976,8,0.375,0.06030644685961306,0.014795399518334307,0.08668922632932663,0.021269338205456734,0.005817091558128595,0.0014570204075425863,0.053101569414138794,0.01316131604835391,0.0056645371951162815,0.001425117370672524,-0.19622176885604858,-0.050411760807037354,-0.15623739361763,-0.04993465542793274,0,0
113,Which continent is highlighted?,0,africa,0.38322481513023376,north america,0.5018344521522522,africa,0.3961963653564453,africa,0.29463616013526917,africa,0.7227168083190918,8,0.25,0.5578751699067652,0.1059242821065709,0.15524064004421234,0.03894052840769291,0.022331109270453453,0.00565703003667295,0.03956174850463867,0.010154664516448975,0.27152785658836365,0.0627762470394373,-0.13985222578048706,0.012971550226211548,-0.0885886549949646,0.33949199318885803,0,0
116,What is the capital of Idaho?,0,europe,0.0861712321639061,unknown,0.08888336271047592,unknown,0.0593583881855011,unknown,0.04468370974063873,europe,0.09128843247890472,8,0.125,0.8003392890095711,0.15614139684475958,0.5526799559593201,0.11555110290646553,0.21534386277198792,0.04807150363922119,0.37068045139312744,0.08331064879894257,0.22581350803375244,0.05171948857605457,-0.0690367054194212,-0.06881663016974926,-0.06546206772327423,0.005117200314998627,0,0
117,Is gneiss a mineral or a rock?,0,stone,0.29409879446029663,stone,0.14396588504314423,rock,0.18206168711185455,rock,0.1813201755285263,rock,0.3078954517841339,8,0.125,0.336857695132494,0.08558165072463453,0.24998967349529266,0.06608107499778271,0.18882277607917786,0.047935277223587036,0.16130298376083374,0.04150440730154514,0.03569391369819641,0.008768291678279638,-0.1501329094171524,-0.16450059413909912,-0.14841440320014954,-0.015261024236679077,1,0
119,"Is the following statement about our solar system true or false?
75% of the planets are made mainly of rock.",0,no,0.8158409595489502,no,0.5410284399986267,no,0.6487035155296326,no,0.41195952892303467,no,0.5611547827720642,8,0.625,0.5162156112492085,0.1367245087167248,0.20779024064540863,0.05826581083238125,0.08684606105089188,0.023928197100758553,0.39522647857666016,0.10791615769267082,0.1730276197195053,0.04814315773546696,-0.2748125195503235,-0.16713744401931763,-0.4038814306259155,-0.254686176776886,1,0
