dataset_idx,visual_cued,question,ans_orig,ans_blank,same_orig_blank,swap_k,swap_same_rate,mdi_orig,aei_t_orig,aei_o_orig,at_orig,ao_orig,context_len_orig,num_text_tokens_orig,num_image_tokens_orig,mdi_blank,aei_t_blank,aei_o_blank,at_blank,ao_blank
52,0,"Which bird's beak is also adapted to crack large, hard nuts?",parrot,ostrich,0,4,0.0,154.7101518344875,12.745496747119342,0.08238306663130142,0.9235867208057494,0.07641327919425059,621,45,576,208.38784914508324,13.001402786442682,0.06239040730916551,0.9421306366987451,0.057869363301254965
53,0,"Complete the sentence.
 is what happens when pollen lands on a female cone.",flower,pollination,0,4,0.0,129.64755342049256,12.79859581618385,0.0987183751526225,0.9082874450194991,0.0917125549805009,620,44,576,190.79065704343876,13.186154367788102,0.0691132080161866,0.9357916002946396,0.06420839970536046
54,1,Which property do these three objects have in common?,color,color,1,4,1.0,188.41829997926223,14.954808747679284,0.07937025622949175,0.9255419094654931,0.07445809053450692,614,38,576,247.83702517316874,15.226623259530559,0.06143804885041454,0.942364305964432,0.057635694035568036
55,0,Which term matches the picture?,ice,gray,0,4,0.0,182.61805436239302,16.41809665408712,0.08990401694624635,0.9151070266212493,0.08489297337875065,610,34,576,212.20257992404115,16.614739994812087,0.07829659752845326,0.9260674751206737,0.07393252487932636
56,0,Is Chelonoidis nigra made up of many cells?,yes,yes,1,4,1.0,316.360517137012,14.10292151252246,0.044578639711903914,0.9584509765791963,0.041549023420803646,618,42,576,351.6105780240551,14.161911818070754,0.04027726326567422,0.962460026470828,0.03753997352917209
57,1,Which of these continents does the equator intersect?,south america,south america,1,4,1.0,147.26630793544956,14.331895415851921,0.09731958121835949,0.908851904419878,0.09114809558012206,615,39,576,227.5404030544181,14.808066309490277,0.06507884362826241,0.9390481074310908,0.060951892568909184
59,1,What is the name of the colony shown?,new england,new england,1,4,0.0,134.94568173120769,14.853986014183032,0.1100738150611594,0.8965701183112107,0.10342988168878926,613,37,576,201.34347673983862,15.378523789912661,0.0763795482174159,0.9282306365852666,0.07176936341473338
65,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,b,higher,0,4,0.0,138.59139765131695,11.757822248218229,0.08483803791199086,0.9218132642603092,0.07818673573969077,625,49,576,181.31981715516702,11.978525121063097,0.06606296713178518,0.9391163694913468,0.060883630508653225
66,1,Does this passage describe the weather or the climate?,weather,weather,1,4,0.5,194.25631484933552,15.338361794766694,0.07895939860005617,0.9258065031098983,0.07419349689010173,613,37,576,238.7503231204632,15.55341662898994,0.06514511237391017,0.9387869743436016,0.06121302565639846
67,0,Identify the question that Rob's experiment can best answer.,what is the size of the screwdriver,what is the color of the sky,0,4,0.0,84.20768184694565,13.151087989836272,0.156174445150259,0.8539667525867708,0.14603324741322918,616,40,576,108.3826073968531,13.593881000724835,0.12542493050521994,0.8827195455016126,0.11728045449838746
68,1,"Based on the bubble map, what does the quotation ""Vanity, not love, has been my folly"" show?",vanity,love,0,4,0.25,112.67340754824326,10.341647420875935,0.09178427852595088,0.9163485056472347,0.08365149435276535,632,56,576,228.96136061670148,10.800518666497588,0.04717179631273448,0.9570079831073812,0.042992016892618765
69,1,Which of these oceans does the prime meridian intersect?,pacific,pacific,1,4,1.0,205.2497865516706,13.792691973910612,0.06719954356901789,0.9373674157026629,0.06263258429733706,618,42,576,317.58830591392655,14.105187193879928,0.04441343377958868,0.9586049549238785,0.04139504507612149
73,0,What can Rebecca and Damon trade to each get what they want?,hot dog,rebecca can trade her car for damon s boat,0,4,0.0,100.07802172372517,12.696001066410647,0.12686103150059416,0.8819516088136636,0.11804839118633641,619,43,576,141.29777216730105,13.148811705786946,0.0930574594638218,0.9134069520982854,0.08659304790171463
75,0,What is the capital of North Carolina?,raleigh,raleigh,1,4,1.0,186.41753833700983,16.041023841273116,0.08604889853375164,0.9188802527734191,0.08111974722658093,611,35,576,259.1334866638225,16.41467383569271,0.06334447178950552,0.940284098607602,0.059715901392398
78,1,Which animal's body is better adapted for protection against a predator with sharp teeth?,shark,giraffe,0,4,0.0,166.5835422711778,12.576397437235713,0.07549603799853687,0.9300872702778823,0.06991272972211773,622,46,576,186.26085255811887,12.669975962730566,0.06802275297637844,0.9370078686263762,0.06299213137362376
79,0,What is the capital of Wyoming?,cheyenne,cheyenne,1,4,1.0,205.4842981438529,16.16268116228407,0.0786565265973223,0.9258491664156177,0.07415083358438239,611,35,576,261.399500192661,16.423175517999358,0.06282787651045575,0.9407711016857242,0.059228898314275795
81,1,What is the direction of this push?,down,left,0,4,0.0,200.34635657578542,16.1320042194871,0.08052057694088793,0.9240918947333037,0.07590810526669632,611,35,576,296.1128971030355,16.538005840958732,0.055850339525077036,0.9473489434264413,0.05265105657355871
82,0,Which statement describes the Gobi Desert ecosystem?,arid,dry,0,4,0.0,215.51200442173044,14.435457062984748,0.06698214840383711,0.9373673417522562,0.06263265824774379,616,40,576,211.24632633783727,14.41722308712449,0.0682483967274661,0.936183317345746,0.06381668265425401
83,0,What is the capital of Wisconsin?,madison,madison,1,4,1.0,225.42298973016193,16.68709406458419,0.07402569757662758,0.93010032491125,0.06989967508874997,610,34,576,296.23478719367245,16.970652956835934,0.057287846297878774,0.945905246774462,0.05409475322553799
84,0,Which of the following could Kenneth's test show?,yes,blood,0,4,0.0,297.9997272118834,15.02459354631913,0.05041814530130882,0.9527791029373107,0.04722089706268924,615,39,576,285.40139211136886,14.993340690285018,0.0525342240952852,0.9507972145058792,0.04920278549412078
85,0,What is the expected ratio of offspring with fuzzy leaves to offspring with smooth leaves? Choose the most likely ratio.,1 1,1 1,1,4,1.0,121.68736881498234,10.726427527062203,0.08814741933791856,0.9194080737481888,0.08059192625181125,630,54,576,160.1154142314208,10.93799276955737,0.0683131778539965,0.9375422373906318,0.06245776260936823
86,0,Which of the following could Emilio's test show?,iq,blood,0,4,0.0,168.23167706769885,14.185752813747659,0.08432272126752385,0.9211527801134842,0.07884721988651582,616,40,576,279.33786291767893,14.64504114724172,0.05242769810821394,0.9509766978728389,0.049023302127161085
87,0,Identify the question that Tim's experiment can best answer.,what is the value of the coin,what is the color of the sky,0,4,0.0,74.47512907394918,12.904813750363356,0.17327682289143367,0.8379749188547633,0.16202508114523667,616,40,576,110.4115420694726,13.623241245777063,0.12338602459881516,0.8846260549205884,0.11537394507941158
88,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,s,pair,0,4,0.25,128.81271157984244,11.688445868476283,0.09073984799420508,0.9163741560885406,0.0836258439114594,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215
90,1,Which of these states is farthest west?,california,california,1,4,1.0,207.93092438557537,15.060037531117999,0.07242807954429865,0.9320544400366189,0.06794555996338114,614,38,576,307.730898354801,15.399368356149438,0.050041670948474615,0.9530553705760239,0.04694462942397618
92,0,What is the capital of Colorado?,denver,denver,1,4,1.0,209.64533149662967,16.599769873147867,0.07918025054335506,0.9252330748967663,0.07476692510323364,610,34,576,292.1838648031774,16.9579347525256,0.058038573635641716,0.9451963632555251,0.054803636744474804
94,1,Which trait did Ichthyornis have? Select the trait you can observe in the drawing.,long neck,long neck,1,4,0.75,134.20155166848502,12.146131401823016,0.09050663908735809,0.9163213096078359,0.08367869039216415,623,47,576,185.62417486177785,12.43437422281653,0.06698682556879022,0.9380667551723545,0.06193324482764554
98,0,Is perfume a mineral?,no,no,1,4,1.0,357.9731058383355,17.130472128234707,0.04785407576392348,0.9548132005901313,0.045186799409868736,610,34,576,425.818867228647,17.2546993572996,0.040521218492731895,0.9617373412265351,0.038262658773464873
100,1,What is the probability that a rabbit produced by this cross will have black fur?,0 5,0,0,4,0.0,135.32315517431897,12.848016034711229,0.09494321957067009,0.9117946863343452,0.0882053136656548,620,44,576,232.27782408600058,13.339131113621502,0.057427484376135304,0.9466480145150743,0.0533519854849257
105,1,Which of these states is farthest west?,california,california,1,4,1.0,217.0035029235613,15.102940424634326,0.06959768031926324,0.9347096679741114,0.06529033202588863,614,38,576,307.730898354801,15.399368356149438,0.050041670948474615,0.9530553705760239,0.04694462942397618
106,1,"During this time, thermal energy was transferred from () to ().",air to water,air to water,1,4,0.0,128.97461739776304,13.570581697901387,0.1052190110868804,0.9017728518864779,0.09822714811352207,617,41,576,189.0590679345402,14.007870373673253,0.07409256020728579,0.9308309324483037,0.0691690675516963
107,0,Which ocean is highlighted?,pacific,pacific,1,4,1.0,263.547556243825,16.857551350474516,0.06396398278449032,0.9396012228133337,0.06039877718666627,610,34,576,325.97797511217294,17.054831583534455,0.0523189690274801,0.9505971702297893,0.04940282977021072
108,0,Which better describes the Monongahela National Forest ecosystem?,forest,forest,1,4,0.25,214.73247359319987,13.830946773610558,0.06441013109089688,0.93996725645897,0.06003274354103011,618,42,576,254.90475554331735,13.963051112961132,0.054777523013250784,0.9489452212692031,0.05105477873079685
109,0,Select the reptile below.,turtle,alligator,0,4,0.0,157.52288015458575,16.199014545904756,0.10283594694312205,0.9028958927225601,0.09710410727743984,610,34,576,211.3975212973055,16.61006334938107,0.07857264951570074,0.9258068096376334,0.0741931903623666
111,0,Select the amphibian below.,frog,frog,1,4,1.0,159.97871069875558,15.828819089113871,0.09894328451565022,0.9067244977397471,0.09327550226025291,611,35,576,233.64774204281517,16.308446005450143,0.06979928786327272,0.9341990346820866,0.06580096531791339
112,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.75,240.6627309283126,12.161096758910757,0.050531699328772446,0.9534299858986033,0.04657001410139668,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215
113,0,Which continent is highlighted?,north america,south america,0,4,1.0,151.24947048754368,16.134032957109376,0.1066716657261826,0.8992739681011784,0.10072603189882161,610,34,576,217.2938928766003,16.64357130187762,0.0765947495419459,0.9276744660062937,0.0723255339937063
116,0,What is the capital of Idaho?,boise,boise,1,4,1.0,226.6301025643336,16.27528449439978,0.07181431023612454,0.9322994391227369,0.06770056087726307,611,35,576,283.6980527350681,16.499989031067273,0.05816038873723188,0.9451712210922332,0.05482877890776688
117,0,Is gneiss a mineral or a rock?,rock,mineral,0,4,0.0,305.58716570953493,15.394298666962882,0.050376129610087715,0.9527416113104064,0.047258388689593686,614,38,576,278.0476859905816,15.32257752704549,0.0551077325907489,0.9483028436933691,0.05169715630663089
119,0,"Is the following statement about our solar system true or false?
75% of the planets are made mainly of rock.",true,true,1,4,1.0,225.33978815746744,11.321880935505444,0.0502435944760617,0.9539899675386144,0.046010032461385596,629,53,576,277.49798932226884,11.42064660159102,0.041155781450826275,0.9623120347922481,0.03768796520775188
123,0,Which better describes the Kibale National Forest ecosystem?,tropical,green,0,4,0.75,177.00408814490294,13.94219143109318,0.07876762382843679,0.9264665294567591,0.07353347054324083,617,41,576,217.37716080108646,14.135239799561903,0.06502633371173949,0.9392947030503048,0.06070529694969521
125,0,Select the amphibian below.,frog,frog,1,4,1.0,160.0034685791559,15.829047547152035,0.09892940251680349,0.9067375845340773,0.09326241546592276,611,35,576,233.64774204281517,16.308446005450143,0.06979928786327272,0.9341990346820866,0.06580096531791339
127,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.0,240.6627309283126,12.161096758910757,0.050531699328772446,0.9534299858986033,0.04657001410139668,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215
128,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,s,pair,0,4,0.0,133.1808841736684,11.72059342810413,0.08800507295641942,0.9188945247633639,0.08110547523663614,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215
131,0,What is the capital of Alaska?,juneau,juneau,1,4,1.0,222.63383551643042,16.255530417259575,0.07301464478457459,0.9311678635091408,0.06883213649085919,611,35,576,294.9470511123862,16.534564743420784,0.05605943399352881,0.9471518265461987,0.0528481734538013
132,0,What is the capital of Arizona?,phoenix,phoenix,1,4,1.0,277.53139042932224,16.909010249204666,0.060926478345557866,0.9424694237261617,0.05753057627383825,610,34,576,372.5164762385546,17.160745955065167,0.046067079041292265,0.9565005942167469,0.04349940578325302
133,0,What is the capital of Colorado?,denver,denver,1,4,1.0,223.88930587091963,16.679107675462898,0.07449711637892617,0.9296551819110468,0.07034481808895324,610,34,576,292.1838648031774,16.9579347525256,0.058038573635641716,0.9451963632555251,0.054803636744474804
135,1,Which property do these three objects have in common?,shape,color,0,4,0.0,136.20814648501826,14.539832550548656,0.10674715812352616,0.899859343519298,0.10014065648070206,614,38,576,247.83702517316874,15.226623259530559,0.06143804885041454,0.942364305964432,0.057635694035568036
136,0,Is malachite a mineral?,yes,yes,1,4,1.0,333.8948711523324,16.63712561051792,0.04982743686089023,0.9530268352997172,0.04697316470028277,611,35,576,431.10196935801446,16.815228334487717,0.03900522273078109,0.9632291189968414,0.036770881003158604
137,0,"Is the following statement about our solar system true or false?
75% of the planets are made mainly of rock.",true,true,1,4,1.0,226.2152157437439,11.323897197074675,0.050058070408059374,0.9541598592129694,0.045840140787030526,629,53,576,277.49798932226884,11.42064660159102,0.041155781450826275,0.9623120347922481,0.03768796520775188
141,1,Which property do these three objects have in common?,shape,color,0,4,0.5,145.09180061830546,14.629531971176727,0.10082948801264652,0.9054107734604488,0.09458922653955112,614,38,576,247.83702517316874,15.226623259530559,0.06143804885041454,0.942364305964432,0.057635694035568036
143,1,Does this passage describe the weather or the climate?,weather,weather,1,4,0.5,231.4970876554494,15.523643549761232,0.06705761919936536,0.9369899043085899,0.0630100956914102,613,37,576,238.7503231204632,15.55341662898994,0.06514511237391017,0.9387869743436016,0.06121302565639846
146,0,Which solution has a higher concentration of yellow particles?,a,none,0,4,0.0,160.34282600485696,14.76234680658318,0.09206739817680408,0.9136305841207831,0.08636941587921686,614,38,576,347.17722009262474,15.481946815798628,0.044593786457729406,0.9581660895771138,0.041833910422886214
147,1,Which of these states is farthest west?,california,california,1,4,1.0,206.1781887694558,15.05134372306193,0.07300162938133108,0.931516386769305,0.06848361323069495,614,38,576,307.730898354801,15.399368356149438,0.050041670948474615,0.9530553705760239,0.04694462942397618
151,0,Which solution has a higher concentration of yellow particles?,a,none,0,4,0.0,169.68128327264722,14.832852772105312,0.0874159629513857,0.917994145504889,0.08200585449511102,614,38,576,347.17722009262474,15.481946815798628,0.044593786457729406,0.9581660895771138,0.041833910422886214
153,0,What is the capital of Oregon?,salem,salem,1,4,1.0,227.89257501130808,16.69974372351588,0.07327901632024315,0.9308053878680983,0.06919461213190173,610,34,576,297.1120858570374,16.973364086072642,0.05712781436376769,0.9460563588958522,0.05394364110414785
158,0,What is the capital of Oregon?,salem,salem,1,4,1.0,243.57703539616276,16.7744839983028,0.06886726398907086,0.9349712392496642,0.06502876075033577,610,34,576,297.1120858570374,16.973364086072642,0.05712781436376769,0.9460563588958522,0.05394364110414785
159,1,Which of these states is farthest north?,illinois,alaska,0,4,0.0,183.09230486724564,14.922487821342699,0.08150253956419697,0.9235415915488967,0.07645840845110334,614,38,576,251.08635130559915,15.237988781199459,0.06068824012920234,0.9430677095856342,0.05693229041436571
162,0,Which better describes the Kaeng Krachan National Park ecosystem?,tropical,forest,0,4,0.5,175.33256983473305,13.646847074371271,0.07783406749376154,0.9274556264135815,0.07254437358641852,618,42,576,254.10389610389606,13.960804688474168,0.05494132479875861,0.9487925516438754,0.05120744835612453
164,1,Which animal's feet are also adapted for swimming?,duck,duck,1,4,0.25,183.41110943633933,14.278930507836984,0.07785204806687622,0.9272032797296742,0.07279672027032581,616,40,576,256.1769610663746,14.58041802551844,0.05691541489455292,0.9467803912674311,0.053219608732568965
170,1,What evidence of a wildfire does this picture show?,smoke,smoke,1,4,0.5,188.44667259608917,14.954976399604913,0.07935919585939812,0.925552285317568,0.07444771468243211,614,38,576,210.84548035333003,15.07419557751624,0.07149404176108137,0.9329306709212005,0.06706932907879946
173,0,Is granodiorite a mineral?,yes,yes,1,4,1.0,348.1519846978993,16.253059130720786,0.04668380432995089,0.956062301807105,0.043937698192894954,612,36,576,433.1520661213198,16.39441445221688,0.037849096736445056,0.9643773207186399,0.03562267928136005
178,0,Select the organism in the same species as the black-headed gull.,black headed gull,gull,0,4,0.0,141.17227950764874,12.895142222655208,0.09134330243606037,0.9151391254787568,0.08486087452124319,620,44,576,214.47456885199844,13.280316853523972,0.0619202403558077,0.9424740992823464,0.05752590071765361
183,0,Identify the question that Cooper's experiment can best answer.,what is the weight of a penny,what is the color of the sky,0,4,0.0,88.23944819678913,13.239427199814806,0.1500397777906386,0.8597030649230393,0.14029693507696075,616,40,576,124.97956250433491,13.808948944770128,0.11048965661318558,0.8966849964136446,0.10331500358635534
184,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,b,higher,0,4,0.0,139.78370445875532,11.76566884219044,0.08417053252199384,0.9224284372277305,0.07757156277226952,625,49,576,181.31981715516702,11.978525121063097,0.06606296713178518,0.9391163694913468,0.060883630508653225
185,1,Does this passage describe the weather or the climate?,weather,weather,1,4,0.25,259.96489244286806,15.63150098750444,0.06012927684433289,0.9435000596046725,0.056499940395327485,613,37,576,238.7503231204632,15.55341662898994,0.06514511237391017,0.9387869743436016,0.06121302565639846
190,0,Select the organism in the same species as the marbled salamander.,salamander,salamander,1,4,0.25,160.66358419934846,13.287501535472519,0.08270387842826678,0.9230413021410635,0.07695869785893646,619,43,576,197.35929488117557,13.480395240431626,0.06830382753722235,0.9364410263950887,0.06355897360491126
191,1,Which animal's skin is better adapted as a warning sign to ward off predators?,cheetah,chameleon,0,4,0.0,182.95522427871512,12.423150129072631,0.0679026804402542,0.9372199936860571,0.06278000631394288,623,47,576,187.14645774574862,12.440641521078243,0.06647543143979627,0.9385395690059026,0.06146043099409735
192,1,"During this time, thermal energy was transferred from () to ().",air to water,air to water,1,4,0.0,129.4002346002032,13.574967554668847,0.10490682336558553,0.9020642945566009,0.09793570544339913,617,41,576,189.0590679345402,14.007870373673253,0.07409256020728579,0.9308309324483037,0.0691690675516963
193,1,Which property matches this object?,tent,color,0,4,0.0,117.25828331893874,15.676304189023949,0.13369037773122525,0.8737612170931381,0.12623878290686188,610,34,576,277.6905038639107,16.909567662149414,0.06089357549812498,0.9425004926443935,0.057499507355606536
194,1,What is the name of the colony shown?,new england,new england,1,4,0.0,135.23201588173,14.857239716263742,0.10986480989278051,0.8967665081594755,0.10323349184052459,613,37,576,201.34347673983862,15.378523789912661,0.0763795482174159,0.9282306365852666,0.07176936341473338
195,1,Will these magnets attract or repel each other?,attract,repel,0,4,1.0,245.2307164840631,15.217301880489236,0.06205300093994616,0.9417874127990081,0.05821258720099184,614,38,576,245.7438019204919,15.219151636555935,0.06193096842165707,0.9419018928161653,0.058098107183834645
197,0,Identify the question that Jen's experiment can best answer.,how does the plant grow,what is the color of the sky,0,4,0.0,99.02295457114289,13.44484021035703,0.135774985391873,0.8730415721011058,0.12695842789889422,616,40,576,108.90341051883755,13.601509600854708,0.12489516660731198,0.8832149091464095,0.11678509085359041
198,0,What location was involved in the triangular trade?,west africa,africa,0,4,0.0,127.674010262063,14.766995893852053,0.11566172209630912,0.8913194911460456,0.10868050885395442,613,37,576,335.47049557505227,15.832841751143603,0.04719592918001172,0.9556527647509189,0.04434723524908116
201,1,What is the name of the colony shown?,new england,new england,1,4,0.0,136.66784778455045,14.873370938341761,0.10882860291901891,0.8977401708297637,0.10225982917023638,613,37,576,201.34347673983862,15.378523789912661,0.0763795482174159,0.9282306365852666,0.07176936341473338
205,0,Is gypsum a mineral?,yes,yes,1,4,1.0,375.9011810195832,17.167470094778682,0.04567016801653602,0.9568753823319266,0.04312461766807336,610,34,576,439.8825442896878,17.27583309443352,0.039273740953576906,0.9629152872307208,0.03708471276927918
206,0,Which of the following fossils is younger? Select the more likely answer.,bone,dinosaur,0,4,0.0,139.77145267643292,13.13638986305746,0.09398478452869657,0.9125440454143308,0.0874559545856692,619,43,576,184.2180873769906,13.41955122444618,0.07284600234169146,0.9322143823120932,0.06778561768790675
207,1,What is the probability that a cow produced by this cross will be homozygous dominant for the coat pattern gene?,0 5,0 5,1,4,0.0,153.61087897608994,11.264627653331646,0.07333222574089315,0.932739869384149,0.06726013061585105,628,52,576,173.55018188097122,11.35235369173176,0.06541251394088272,0.9400038088695089,0.05999619113049116
208,0,What is the capital of Wisconsin?,madison,madison,1,4,1.0,225.1819581297332,16.685845635804814,0.07409938955318819,0.9300307403563338,0.06996925964366622,610,34,576,296.23478719367245,16.970652956835934,0.057287846297878774,0.945905246774462,0.05409475322553799
209,0,What is the capital of Georgia?,atlanta,tbilisi,0,4,0.25,303.2705926860504,16.991977640455545,0.05602909761199911,0.9470938356975221,0.052906164302477854,610,34,576,274.93443777207705,16.899826587807343,0.0614685694697055,0.9419575475171306,0.058042452482869454
211,0,Select the organism in the same species as the axolotl.,axolotl,frog,0,4,0.0,190.0111353671658,13.723756808780758,0.07222606602640322,0.9326825015676242,0.06731749843237582,618,42,576,225.94075242088536,13.872259108304124,0.06139777335282437,0.94277489085562,0.05722510914438
212,0,Identify the question that Tamir's experiment can best answer.,what is the concentration of the solution in the beaker,what is the color of the sky,0,4,0.0,81.17898173522082,12.828660968591684,0.1580293407773279,0.8524717985611979,0.14752820143880205,617,41,576,113.92574191459751,13.396756243341956,0.11759200351211763,0.8902220518266131,0.10977794817338696
213,0,Identify the question that Maria and Desmond's experiment can best answer.,what is the effect of temperature on the rate of a chemical reaction,what is the effect of light on the growth of plants,0,4,0.0,119.59837235975486,12.94542535531687,0.10824081548849768,0.8992783364759699,0.10072166352403016,619,43,576,134.9594327826174,13.095554403876639,0.09703326498837603,0.9097073333872301,0.09029266661276994
214,1,Which air temperature was measured within the outlined area shown?,14 5,70,0,4,0.0,99.00430276234783,13.44451864172452,0.13579731654690852,0.8730206910210726,0.12697930897892745,616,40,576,169.25512641450274,14.19251941217532,0.08385281859893623,0.9215921696217739,0.07840783037822609
