dataset_idx,visual_cued,question,ans_orig,ans_blank,same_orig_blank,swap_k,swap_same_rate,mdi_orig,aei_t_orig,aei_o_orig,at_orig,ao_orig,context_len_orig,num_text_tokens_orig,num_image_tokens_orig,mdi_blank,aei_t_blank,aei_o_blank,at_blank,ao_blank,effrank_text_orig,effrank_img_orig,effrank_text_blank,effrank_img_blank,cka_tv_orig,cos_tv_orig,cka_text_orig_blank,cka_img_orig_blank,mi_nce_orig,nce_loss_orig
21,0,Identify the question that Tyrone and Quincy's experiment can best answer.,how does it work,what is the color of the sky,0,4,0.0,108.06692769884171,12.117662823489576,0.11213109395742964,0.8961615592934413,0.10383844070655864,622,46,576,105.31460885519401,12.084867631313426,0.11475015444371954,0.893736191383308,0.10626380861669205,25.195820636643194,33.19298796833788,25.02856843907605,20.022138165167306,0.2964010238647461,0.6413889527320862,nan,nan,0.017603888947573587,2.8156094551086426
22,1,Which animal's mouth is also adapted for bottom feeding?,fish,pig,0,4,0.25,221.524957776842,14.151324705001011,0.06388140120652526,0.9403635541410721,0.05963644585892796,617,41,576,255.46755259829163,14.264349313406274,0.055836246788789505,0.9478741034840474,0.052125896515952605,24.60870407311696,30.696058368834546,24.59512531700552,20.022138165167306,0.2309531420469284,0.7693323493003845,nan,nan,0.010203614670840189,2.823009729385376
24,1,Which property do these two objects have in common?,color,color,1,4,0.75,204.15681041775434,15.041144870856684,0.07367447032542708,0.9308851874471563,0.06911481255284364,614,38,576,241.66434536525816,15.20424030452869,0.06291470213178772,0.9409790416483554,0.059020958351644504,23.020540240715597,34.2260278379453,23.02851644829378,20.022138165167306,0.24840089678764343,0.7472921013832092,nan,nan,-0.013813719313534811,2.847027063369751
25,0,"Based on the arrows, which of the following organisms is a consumer?",bear,herbivore,0,4,0.0,130.77854818003433,12.80875502279466,0.09794232464763013,0.9090084209725243,0.09099157902747573,620,44,576,167.9236460700306,13.071859491536545,0.07784406661873622,0.9276803510122709,0.07231964898772913,25.926230642421697,50.40663745097962,25.18613296377114,20.022138165167306,0.281110554933548,0.7258474826812744,nan,nan,-0.008836969893368796,2.842050313949585
29,0,What is the expected ratio of offspring with black eyes to offspring with red eyes? Choose the most likely ratio.,1 1,1 1,1,4,1.0,127.93212956986402,11.114574615568493,0.0868786805389556,0.9203150955566267,0.0796849044433733,628,52,576,166.5260479858521,11.32369723205976,0.06799955543904947,0.9376309809985789,0.062369019001421167,27.494633258060798,23.09572380732822,27.580384580176354,20.022138165167306,0.24040277302265167,0.8040260076522827,nan,nan,-0.010805353682431296,2.8440186977386475
32,0,Identify the question that Reba and Donald's experiment can best answer.,what is the effect of snow on the ground,what is the effect of light on the growth of plants,0,4,0.0,100.18917992942,12.697664113756131,0.12673688039667774,0.8820671355274856,0.11793286447251436,619,43,576,131.2916913315778,13.062605288908198,0.09949300794608949,0.9074184611034773,0.0925815388965227,24.93965322721161,34.80296708983815,24.885875513192715,20.022138165167306,0.325134813785553,0.6601567268371582,nan,nan,-0.009540781538876608,2.8427541255950928
33,0,Which term matches the picture?,skeleton,gray,0,4,0.0,133.74682933331664,15.924130488350382,0.11906174200709553,0.8875744862359229,0.1124255137640771,610,34,576,212.20257992404115,16.614739994812087,0.07829659752845326,0.9260674751206737,0.07393252487932636,20.52933089760572,27.951978005859353,21.04952218925342,20.022138165167306,0.35819384455680847,0.6869218349456787,nan,nan,-0.022255882780942038,2.855469226837158
35,1,Does this passage describe the weather or the climate?,weather,weather,1,4,0.75,193.01489296329376,15.33104592101144,0.07942934187947348,0.9253649250855192,0.07463507491448079,613,37,576,238.7503231204632,15.55341662898994,0.06514511237391017,0.9387869743436016,0.06121302565639846,21.979276891810187,28.414525142579798,22.221555242151513,20.022138165167306,0.31331002712249756,0.7465299367904663,nan,nan,-0.00019310430804164724,2.833406448364258
37,1,Does this passage describe the weather or the climate?,weather,weather,1,4,0.25,258.2823956645233,15.62574992226169,0.06049870291027343,0.9431529316862683,0.05684706831373164,613,37,576,238.7503231204632,15.55341662898994,0.06514511237391017,0.9387869743436016,0.06121302565639846,22.599958167192238,42.06152208334435,22.221555242151513,20.022138165167306,0.29108914732933044,0.696765661239624,nan,nan,0.09157778306683628,2.74163556098938
41,0,"Is the following statement about our solar system true or false?
The volume of Mars is more than three times as large as Mercury's.",true,true,1,4,1.0,209.23578781207164,10.593632498007157,0.05063011738470855,0.9539289927115449,0.046071007288455174,633,57,576,264.5155687059075,10.696621155441493,0.04043853149276881,0.9632028528596606,0.03679714714033939,28.432659624638905,25.90950945246605,29.559797428047915,20.022138165167306,0.27825841307640076,0.7683578729629517,nan,nan,-0.017918571989926413,2.8511319160461426
49,0,Select the bird below.,woodpecker,none,0,4,0.0,149.3630571175523,16.95653828335732,0.11352565092459323,0.8924493833345959,0.10755061666540411,608,32,576,355.2854325731911,18.08381101924479,0.05089938781973395,0.9517795273286731,0.0482204726713269,19.465639178975096,36.029745597809686,19.422451881704333,20.022138165167306,0.30718132853507996,0.6415655016899109,nan,nan,-0.014531597655209616,2.847744941711426
52,0,"Which bird's beak is also adapted to crack large, hard nuts?",parrot,ostrich,0,4,0.0,154.7101518344875,12.745496747119342,0.08238306663130142,0.9235867208057494,0.07641327919425059,621,45,576,208.38784914508324,13.001402786442682,0.06239040730916551,0.9421306366987451,0.057869363301254965,26.746124632881543,34.00612031928012,27.152751508072146,20.022138165167306,0.2506582736968994,0.7631708383560181,nan,nan,0.006989970643130228,2.826223373413086
53,0,"Complete the sentence.
 is what happens when pollen lands on a female cone.",flower,pollination,0,4,0.0,129.64755342049256,12.79859581618385,0.0987183751526225,0.9082874450194991,0.0917125549805009,620,44,576,190.79065704343876,13.186154367788102,0.0691132080161866,0.9357916002946396,0.06420839970536046,25.599840880590282,36.765929255892694,26.037261246209944,20.022138165167306,0.2532806098461151,0.7429664134979248,nan,nan,-0.03178499655047329,2.8649983406066895
54,1,Which property do these three objects have in common?,color,color,1,4,1.0,188.41829997926223,14.954808747679284,0.07937025622949175,0.9255419094654931,0.07445809053450692,614,38,576,247.83702517316874,15.226623259530559,0.06143804885041454,0.942364305964432,0.057635694035568036,22.620583016818433,29.190621745524165,22.924636501222956,20.022138165167306,0.26054754853248596,0.7231107354164124,nan,nan,-0.025286182921322897,2.858499526977539
55,0,Which term matches the picture?,ice,gray,0,4,0.0,182.61805436239302,16.41809665408712,0.08990401694624635,0.9151070266212493,0.08489297337875065,610,34,576,212.20257992404115,16.614739994812087,0.07829659752845326,0.9260674751206737,0.07393252487932636,21.492001350929176,37.88576193526946,21.04952218925342,20.022138165167306,0.2765142321586609,0.6441397666931152,nan,nan,0.04373909517010777,2.7894742488861084
56,0,Is Chelonoidis nigra made up of many cells?,yes,yes,1,4,1.0,316.360517137012,14.10292151252246,0.044578639711903914,0.9584509765791963,0.041549023420803646,618,42,576,351.6105780240551,14.161911818070754,0.04027726326567422,0.962460026470828,0.03753997352917209,24.736705489289832,40.97261744720796,23.452449305623194,20.022138165167306,0.3051610589027405,0.6969165205955505,nan,nan,0.009606376130190775,2.8236069679260254
57,1,Which of these continents does the equator intersect?,south america,south america,1,4,1.0,147.26630793544956,14.331895415851921,0.09731958121835949,0.908851904419878,0.09114809558012206,615,39,576,227.5404030544181,14.808066309490277,0.06507884362826241,0.9390481074310908,0.060951892568909184,23.74816499868014,45.0215732682574,23.91961490469719,20.022138165167306,0.4072261452674866,0.6826040744781494,nan,nan,0.0018761305399808137,2.8313372135162354
59,1,What is the name of the colony shown?,new england,new england,1,4,0.0,134.94568173120769,14.853986014183032,0.1100738150611594,0.8965701183112107,0.10342988168878926,613,37,576,201.34347673983862,15.378523789912661,0.0763795482174159,0.9282306365852666,0.07176936341473338,22.015574725605187,28.607036404149934,21.663911919408626,20.022138165167306,0.3452117145061493,0.7233343124389648,nan,nan,-0.06287692503252895,2.896090269088745
65,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,b,higher,0,4,0.0,138.59139765131695,11.757822248218229,0.08483803791199086,0.9218132642603092,0.07818673573969077,625,49,576,181.31981715516702,11.978525121063097,0.06606296713178518,0.9391163694913468,0.060883630508653225,27.411991356224977,30.409218654233918,28.515060774841523,20.022138165167306,0.240912526845932,0.7434813380241394,nan,nan,-0.01989100889483364,2.85310435295105
66,1,Does this passage describe the weather or the climate?,weather,weather,1,4,1.0,194.25631484933552,15.338361794766694,0.07895939860005617,0.9258065031098983,0.07419349689010173,613,37,576,238.7503231204632,15.55341662898994,0.06514511237391017,0.9387869743436016,0.06121302565639846,22.930835396774587,33.70932758198332,22.221555242151513,20.022138165167306,0.2917000949382782,0.6956603527069092,nan,nan,0.026119485337344095,2.807093858718872
67,0,Identify the question that Rob's experiment can best answer.,what is the size of the screwdriver,what is the color of the sky,0,4,0.0,84.20768184694565,13.151087989836272,0.156174445150259,0.8539667525867708,0.14603324741322918,616,40,576,108.3826073968531,13.593881000724835,0.12542493050521994,0.8827195455016126,0.11728045449838746,23.718424145383207,32.722295321885255,23.9212516874276,20.022138165167306,0.2640676200389862,0.5977750420570374,nan,nan,-0.030602440398129538,2.8638157844543457
68,1,"Based on the bubble map, what does the quotation ""Vanity, not love, has been my folly"" show?",vanity,love,0,4,0.25,112.67340754824326,10.341647420875935,0.09178427852595088,0.9163485056472347,0.08365149435276535,632,56,576,228.96136061670148,10.800518666497588,0.04717179631273448,0.9570079831073812,0.042992016892618765,32.85052340780065,31.401885623344896,31.869028218715144,20.022138165167306,0.30150631070137024,0.7751477360725403,nan,nan,-0.036273464720639303,2.8694868087768555
69,1,Which of these oceans does the prime meridian intersect?,pacific,pacific,1,4,1.0,205.2497865516706,13.792691973910612,0.06719954356901789,0.9373674157026629,0.06263258429733706,618,42,576,317.58830591392655,14.105187193879928,0.04441343377958868,0.9586049549238785,0.04139504507612149,25.209334343665223,44.97672758391666,25.357896036761137,20.022138165167306,0.4255337715148926,0.7111035585403442,nan,nan,-0.008363947432431296,2.8415772914886475
73,0,What can Rebecca and Damon trade to each get what they want?,hot dog,rebecca can trade her car for damon s boat,0,4,0.0,100.07802172372517,12.696001066410647,0.12686103150059416,0.8819516088136636,0.11804839118633641,619,43,576,141.29777216730105,13.148811705786946,0.0930574594638218,0.9134069520982854,0.08659304790171463,24.869333165297665,26.677490363398647,25.067744395945986,20.022138165167306,0.2144012153148651,0.7685619592666626,nan,nan,-0.043338522475155905,2.876551866531372
75,0,What is the capital of North Carolina?,raleigh,raleigh,1,4,1.0,186.41753833700983,16.041023841273116,0.08604889853375164,0.9188802527734191,0.08111974722658093,611,35,576,259.1334866638225,16.41467383569271,0.06334447178950552,0.940284098607602,0.059715901392398,21.698240379297964,39.010143311945555,21.706255244572063,20.022138165167306,0.27278172969818115,0.6357144117355347,nan,nan,-0.011833176176938132,2.8450465202331543
78,1,Which animal's body is better adapted for protection against a predator with sharp teeth?,shark,giraffe,0,4,0.0,166.5835422711778,12.576397437235713,0.07549603799853687,0.9300872702778823,0.06991272972211773,622,46,576,186.26085255811887,12.669975962730566,0.06802275297637844,0.9370078686263762,0.06299213137362376,26.150675126362668,40.145280340573436,26.332713738567218,20.022138165167306,0.22548240423202515,0.7775372266769409,nan,nan,0.018822446305361673,2.8143908977508545
79,0,What is the capital of Wyoming?,cheyenne,cheyenne,1,4,1.0,205.4842981438529,16.16268116228407,0.0786565265973223,0.9258491664156177,0.07415083358438239,611,35,576,261.399500192661,16.423175517999358,0.06282787651045575,0.9407711016857242,0.059228898314275795,22.068484349425304,35.31025600077326,21.997651707485282,20.022138165167306,0.2823037803173065,0.6456005573272705,nan,nan,0.014120593506899759,2.8190927505493164
81,1,What is the direction of this push?,down,left,0,4,0.0,200.34635657578542,16.1320042194871,0.08052057694088793,0.9240918947333037,0.07590810526669632,611,35,576,296.1128971030355,16.538005840958732,0.055850339525077036,0.9473489434264413,0.05265105657355871,20.907400706843465,48.61240318362986,20.7170094667161,20.022138165167306,0.4431259334087372,0.7478938102722168,nan,nan,0.1114473490305814,2.7217659950256348
82,0,Which statement describes the Gobi Desert ecosystem?,arid,dry,0,4,0.0,215.51200442173044,14.435457062984748,0.06698214840383711,0.9373673417522562,0.06263265824774379,616,40,576,211.24632633783727,14.41722308712449,0.0682483967274661,0.936183317345746,0.06381668265425401,24.26734784691946,38.0017288498205,24.29183406943653,20.022138165167306,0.3208051323890686,0.6682474613189697,nan,nan,-0.02033661321917446,2.8535499572753906
83,0,What is the capital of Wisconsin?,madison,madison,1,4,1.0,225.42298973016193,16.68709406458419,0.07402569757662758,0.93010032491125,0.06989967508874997,610,34,576,296.23478719367245,16.970652956835934,0.057287846297878774,0.945905246774462,0.05409475322553799,21.2184903879661,36.68172627563743,21.16969800592159,20.022138165167306,0.2400772124528885,0.6609081625938416,nan,nan,-0.0013155789784518035,2.834528923034668
84,0,Which of the following could Kenneth's test show?,yes,blood,0,4,0.0,297.9997272118834,15.02459354631913,0.05041814530130882,0.9527791029373107,0.04722089706268924,615,39,576,285.40139211136886,14.993340690285018,0.0525342240952852,0.9507972145058792,0.04920278549412078,24.376109057044207,45.771246219080844,23.858273669391835,20.022138165167306,0.3122739791870117,0.6783180236816406,nan,nan,0.07302190347394077,2.7601914405822754
85,0,What is the expected ratio of offspring with fuzzy leaves to offspring with smooth leaves? Choose the most likely ratio.,1 1,1 1,1,4,1.0,121.68736881498234,10.726427527062203,0.08814741933791856,0.9194080737481888,0.08059192625181125,630,54,576,160.1154142314208,10.93799276955737,0.0683131778539965,0.9375422373906318,0.06245776260936823,27.92193829745379,22.842493055886322,28.603626382921185,20.022138165167306,0.1812143474817276,0.8054507970809937,nan,nan,-0.05520008520403774,2.888413429260254
86,0,Which of the following could Emilio's test show?,iq,blood,0,4,0.0,168.23167706769885,14.185752813747659,0.08432272126752385,0.9211527801134842,0.07884721988651582,616,40,576,279.33786291767893,14.64504114724172,0.05242769810821394,0.9509766978728389,0.049023302127161085,23.637696583616503,49.03395595218842,23.93416737810402,20.022138165167306,0.3439013957977295,0.6771289110183716,nan,nan,0.04637934251507847,2.7868340015411377
87,0,Identify the question that Tim's experiment can best answer.,what is the value of the coin,what is the color of the sky,0,4,0.0,74.47512907394918,12.904813750363356,0.17327682289143367,0.8379749188547633,0.16202508114523667,616,40,576,110.4115420694726,13.623241245777063,0.12338602459881516,0.8846260549205884,0.11537394507941158,24.493730497379968,40.07345403126785,23.969464330113635,20.022138165167306,0.2327760010957718,0.6681731939315796,nan,nan,0.029598012406435892,2.8036153316497803
88,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,s,pair,0,4,0.0,128.81271157984244,11.688445868476283,0.09073984799420508,0.9163741560885406,0.0836258439114594,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,25.939189874649674,22.53546679562709,26.819200069903726,20.022138165167306,0.16522276401519775,0.7789179682731628,nan,nan,-0.00031588987627895193,2.833529233932495
90,1,Which of these states is farthest west?,california,california,1,4,1.0,207.93092438557537,15.060037531117999,0.07242807954429865,0.9320544400366189,0.06794555996338114,614,38,576,307.730898354801,15.399368356149438,0.050041670948474615,0.9530553705760239,0.04694462942397618,22.71351970815194,41.84797295315085,22.547397733026607,20.022138165167306,0.2951960861682892,0.7288587093353271,nan,nan,-0.018695578139218405,2.8519089221954346
92,0,What is the capital of Colorado?,denver,denver,1,4,1.0,209.64533149662967,16.599769873147867,0.07918025054335506,0.9252330748967663,0.07476692510323364,610,34,576,292.1838648031774,16.9579347525256,0.058038573635641716,0.9451963632555251,0.054803636744474804,21.0349331667037,36.450750481231395,20.974197656873763,20.022138165167306,0.2393304705619812,0.6459618210792542,nan,nan,-0.017079577010068014,2.850292921066284
94,1,Which trait did Ichthyornis have? Select the trait you can observe in the drawing.,long neck,long neck,1,4,0.25,134.20155166848502,12.146131401823016,0.09050663908735809,0.9163213096078359,0.08367869039216415,623,47,576,185.62417486177785,12.43437422281653,0.06698682556879022,0.9380667551723545,0.06193324482764554,27.347691935804907,37.212150063813525,27.043075730248937,20.022138165167306,0.3932841420173645,0.7364158630371094,nan,nan,0.00545217080792515,2.827761173248291
98,0,Is perfume a mineral?,no,no,1,4,1.0,357.9731058383355,17.130472128234707,0.04785407576392348,0.9548132005901313,0.045186799409868736,610,34,576,425.818867228647,17.2546993572996,0.040521218492731895,0.9617373412265351,0.038262658773464873,21.253197380454687,23.036610758673316,20.873915326724052,20.022138165167306,0.26673316955566406,0.6878527998924255,nan,nan,0.015567555863467142,2.817645788192749
100,1,What is the probability that a rabbit produced by this cross will have black fur?,0 5,0,0,4,0.0,135.32315517431897,12.848016034711229,0.09494321957067009,0.9117946863343452,0.0882053136656548,620,44,576,232.27782408600058,13.339131113621502,0.057427484376135304,0.9466480145150743,0.0533519854849257,26.511720996244907,22.38171697473109,27.032922711232604,20.022138165167306,0.2585180699825287,0.7834258675575256,nan,nan,-0.0023786874226656707,2.835592031478882
105,1,Which of these states is farthest west?,california,california,1,4,1.0,217.0035029235613,15.102940424634326,0.06959768031926324,0.9347096679741114,0.06529033202588863,614,38,576,307.730898354801,15.399368356149438,0.050041670948474615,0.9530553705760239,0.04694462942397618,22.671011325824413,43.16040709352895,22.547397733026607,20.022138165167306,0.2560639977455139,0.7170428037643433,nan,nan,-0.02529262022295864,2.858505964279175
106,1,"During this time, thermal energy was transferred from () to ().",air to water,air to water,1,4,0.0,128.97461739776304,13.570581697901387,0.1052190110868804,0.9017728518864779,0.09822714811352207,617,41,576,189.0590679345402,14.007870373673253,0.07409256020728579,0.9308309324483037,0.0691690675516963,22.54321043715301,15.797187302632942,23.409266817765527,20.022138165167306,0.20639902353286743,0.7814484238624573,nan,nan,-0.00033544019976528006,2.8335487842559814
107,0,Which ocean is highlighted?,pacific,pacific,1,4,1.0,263.547556243825,16.857551350474516,0.06396398278449032,0.9396012228133337,0.06039877718666627,610,34,576,325.97797511217294,17.054831583534455,0.0523189690274801,0.9505971702297893,0.04940282977021072,21.144859932744254,33.58042922607094,20.572315933524298,20.022138165167306,0.37284335494041443,0.7189576029777527,nan,nan,-0.001498446028622702,2.834711790084839
108,0,Which better describes the Monongahela National Forest ecosystem?,forest,forest,1,4,0.25,214.73247359319987,13.830946773610558,0.06441013109089688,0.93996725645897,0.06003274354103011,618,42,576,254.90475554331735,13.963051112961132,0.054777523013250784,0.9489452212692031,0.05105477873079685,24.9723483310159,41.02524553922262,24.836109729799382,20.022138165167306,0.35242390632629395,0.6759517192840576,nan,nan,-0.06002353147784145,2.8932368755340576
109,0,Select the reptile below.,turtle,alligator,0,4,0.0,157.52288015458575,16.199014545904756,0.10283594694312205,0.9028958927225601,0.09710410727743984,610,34,576,211.3975212973055,16.61006334938107,0.07857264951570074,0.9258068096376334,0.0741931903623666,20.6406552699209,37.21016277366102,20.297366178653043,20.022138165167306,0.3406577706336975,0.6042603254318237,nan,nan,-0.02364633993426235,2.8568596839904785
111,0,Select the amphibian below.,frog,frog,1,4,1.0,159.97871069875558,15.828819089113871,0.09894328451565022,0.9067244977397471,0.09327550226025291,611,35,576,233.64774204281517,16.308446005450143,0.06979928786327272,0.9341990346820866,0.06580096531791339,21.502846665965254,39.60060721695235,21.621682125232,20.022138165167306,0.22992651164531708,0.6430321335792542,nan,nan,-0.004516586821469382,2.8377299308776855
112,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.0,240.6627309283126,12.161096758910757,0.050531699328772446,0.9534299858986033,0.04657001410139668,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,26.044736470325805,24.543570934320186,26.819200069903726,20.022138165167306,0.15668465197086334,0.7685135006904602,nan,nan,0.024270549256411478,2.8089427947998047
113,0,Which continent is highlighted?,north america,south america,0,4,1.0,151.24947048754368,16.134032957109376,0.1066716657261826,0.8992739681011784,0.10072603189882161,610,34,576,217.2938928766003,16.64357130187762,0.0765947495419459,0.9276744660062937,0.0723255339937063,21.118036932706563,33.20697464314724,20.759565842984692,20.022138165167306,0.397355318069458,0.7131597399711609,nan,nan,0.005384936768618509,2.8278284072875977
116,0,What is the capital of Idaho?,boise,boise,1,4,1.0,226.6301025643336,16.27528449439978,0.07181431023612454,0.9322994391227369,0.06770056087726307,611,35,576,283.6980527350681,16.499989031067273,0.05816038873723188,0.9451712210922332,0.05482877890776688,21.87128958675253,36.63442558417426,21.704423310096253,20.022138165167306,0.27564817667007446,0.6581950783729553,nan,nan,-0.030296549361142233,2.8635098934173584
117,0,Is gneiss a mineral or a rock?,rock,mineral,0,4,0.0,305.58716570953493,15.394298666962882,0.050376129610087715,0.9527416113104064,0.047258388689593686,614,38,576,278.0476859905816,15.32257752704549,0.0551077325907489,0.9483028436933691,0.05169715630663089,22.25717593776463,28.555513443206696,22.059872894474584,20.022138165167306,0.2972387671470642,0.7299215197563171,nan,nan,-0.0022120328358736785,2.83542537689209
119,0,"Is the following statement about our solar system true or false?
75% of the planets are made mainly of rock.",true,true,1,4,1.0,225.33978815746744,11.321880935505444,0.0502435944760617,0.9539899675386144,0.046010032461385596,629,53,576,277.49798932226884,11.42064660159102,0.041155781450826275,0.9623120347922481,0.03768796520775188,26.675009919075205,25.330728712331357,27.326659349362192,20.022138165167306,0.3277997672557831,0.7643781304359436,nan,nan,-0.0236539693287936,2.8568673133850098
123,0,Which better describes the Kibale National Forest ecosystem?,tropical,green,0,4,0.25,177.00408814490294,13.94219143109318,0.07876762382843679,0.9264665294567591,0.07353347054324083,617,41,576,217.37716080108646,14.135239799561903,0.06502633371173949,0.9392947030503048,0.06070529694969521,24.647904504158376,37.80889071608087,24.194314053240287,20.022138165167306,0.276203453540802,0.6593639850616455,nan,nan,-0.02870295957842739,2.8619163036346436
125,0,Select the amphibian below.,frog,frog,1,4,1.0,160.0034685791559,15.829047547152035,0.09892940251680349,0.9067375845340773,0.09326241546592276,611,35,576,233.64774204281517,16.308446005450143,0.06979928786327272,0.9341990346820866,0.06580096531791339,21.538193371659634,43.52333843094532,21.621682125232,20.022138165167306,0.27087831497192383,0.6300399899482727,nan,nan,0.02059055848797886,2.8126227855682373
127,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.0,240.6627309283126,12.161096758910757,0.050531699328772446,0.9534299858986033,0.04657001410139668,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,26.044736470325805,24.543570934320186,26.819200069903726,20.022138165167306,0.15668465197086334,0.7685135006904602,nan,nan,0.01385833306988804,2.819355010986328
128,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,s,pair,0,4,0.0,133.1808841736684,11.72059342810413,0.08800507295641942,0.9188945247633639,0.08110547523663614,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,26.06164434867837,26.05460531305915,26.819200069903726,20.022138165167306,0.16379626095294952,0.8032639026641846,nan,nan,0.016303792435732767,2.8169095516204834
