dataset_idx,visual_cued_base,question_base,ans_orig_base,ans_blank_base,same_orig_blank_base,swap_k_base,swap_same_rate_base,mdi_orig_base,aei_t_orig_base,aei_o_orig_base,at_orig_base,ao_orig_base,mdi_blank_base,aei_t_blank_base,aei_o_blank_base,at_blank_base,ao_blank_base,effrank_text_orig_base,effrank_image_orig_base,cka_ti_orig_base,effrank_text_blank_base,effrank_image_blank_base,cka_ti_blank_base,visual_cued_reg,question_reg,ans_orig_reg,ans_blank_reg,same_orig_blank_reg,swap_k_reg,swap_same_rate_reg,mdi_orig_reg,aei_t_orig_reg,aei_o_orig_reg,at_orig_reg,ao_orig_reg,mdi_blank_reg,aei_t_blank_reg,aei_o_blank_reg,at_blank_reg,ao_blank_reg,effrank_text_orig_reg,effrank_image_orig_reg,cka_ti_orig_reg,effrank_text_blank_reg,effrank_image_blank_reg,cka_ti_blank_reg,dominant_base,dominant_reg,dominance_transition
10,0,Identify the question that Tyrone and Quincy's experiment can best answer.,b,b,1,4,1.0,125.3208972194149,5.660860579979112,0.0451709228515012,0.9625094357889558,0.0374905642110443,151.94322537343717,5.698291571820314,0.0375027682729215,0.968873783104895,0.0311262168951049,31.797973495145136,13.630678791203668,0.1962865889072418,31.4862701429781,9.70108078923276,0.2570716142654419,0,Identify the question that Tyrone and Quincy's experiment can best answer.,b,b,1,4,1.0,126.88683285796198,5.663480950899834,0.0446341107531588,0.9629549743604906,0.0370450256395093,153.1486934408682,5.699688003964719,0.0372166936322274,0.9691112168124452,0.0308887831875548,31.830270753610765,13.68962740039749,0.1986136436462402,31.556658439074784,9.659682564043727,0.2544845044612884,0,0,none
11,1,Which animal's mouth is also adapted for bottom feeding?,b,b,1,4,1.0,214.1565262083004,9.346390122126492,0.0436427985063396,0.9608438443307608,0.0391561556692392,251.2335766279407,9.40071370042683,0.0374182218260922,0.9664285112588332,0.0335714887411668,34.1300771620124,10.115081701375818,0.192590594291687,33.731259458518835,9.70108078923276,0.209248349070549,1,Which animal's mouth is also adapted for bottom feeding?,b,b,1,4,0.5,216.3200756628456,9.350051833133108,0.0432232274534981,0.9612202819108802,0.0387797180891198,252.556519030201,9.402367146974546,0.0372287644091665,0.9665984917450468,0.0334015082549531,32.93126253972971,9.975737332278346,0.182462677359581,32.80293828078456,9.659682564043727,0.209900364279747,1,0,fixed
12,1,Which property do these two objects have in common?,b,a,0,4,0.25,220.90872030029743,10.307201384301852,0.0466581915385255,0.9576769790138728,0.0423230209861271,252.7709480483049,10.362484118955887,0.0409955503152822,0.9628134850683424,0.0371865149316576,31.199640143845865,8.198285029888646,0.1812721788883209,30.921221792693764,9.701041469708189,0.2018950432538986,1,Which property do these two objects have in common?,b,color,0,4,0.0,222.2635674406405,10.309861199703862,0.0463857451692225,0.9579241114685476,0.0420758885314522,171.25839236330893,10.182264323441288,0.0594555640919514,0.9460686536740724,0.0539313463259276,30.92479014035554,8.174672066019555,0.1862596124410629,30.984702476725605,9.658703818320303,0.2056126743555069,0,0,none
13,0,"Based on the arrows, which of the following organisms is a consumer?",b,a,0,4,1.0,184.91071312411697,8.72967486065234,0.0472102168293123,0.9579705024827142,0.0420294975172858,228.18925961425936,8.799821281612553,0.0385636961901192,0.965668177734917,0.034331822265083,32.8807460011373,11.36802658599607,0.1964923441410064,31.588190935532257,9.70108078923276,0.2010904550552368,0,"Based on the arrows, which of the following organisms is a consumer?",a,a,1,4,0.75,189.45092924925316,8.738476624529389,0.0461252771847453,0.958936383835528,0.0410636161644719,223.59487812781435,8.793617883583492,0.039328351155507,0.9649874339017434,0.0350125660982566,32.40129171891135,11.498390832930898,0.1878000944852829,30.88242418086772,9.659682564043727,0.1970260143280029,0,0,none
14,0,What is the expected ratio of offspring with black eyes to offspring with red eyes? Choose the most likely ratio.,d,a,0,4,0.25,130.80850750669978,6.527832826461216,0.0499037329519784,0.9574154812143116,0.0425845187856882,173.64150213403292,6.5971326074957775,0.0379928330866631,0.9675794490993808,0.0324205509006192,26.518055281453798,11.41583166887229,0.1993288248777389,26.75361839080201,9.70108078923276,0.2436503618955612,0,What is the expected ratio of offspring with black eyes to offspring with red eyes? Choose the most likely ratio.,c,c,1,4,1.0,123.52952587654754,6.511493573027709,0.0527120421358626,0.9550190573773972,0.0449809426226027,161.94062825454188,6.581714824463833,0.0406427645452785,0.9653181742546956,0.0346818257453043,25.754332544874025,11.557992683781766,0.2043766528367996,25.936407050777817,9.659682564043727,0.2468299716711044,0,0,none
15,0,Identify the question that Reba and Donald's experiment can best answer.,a,b,0,4,0.0,128.28569419583215,5.379723473315621,0.0419354902122079,0.9655913926463936,0.0344086073536065,137.02466845323988,5.391555055913064,0.0393473315190173,0.967715010035678,0.0322849899643219,31.800990966916007,15.165038958525296,0.263303130865097,31.4892204975308,9.70108078923276,0.2396537512540817,0,Identify the question that Reba and Donald's experiment can best answer.,a,a,1,4,1.0,127.44124644287967,5.378497190011284,0.0422037396850318,0.9653712905148456,0.0346287094851543,136.9018866432328,5.391398947351009,0.0393814802669668,0.967686990550181,0.0323130094498189,31.848216035925237,15.132713597454092,0.2642059624195099,31.51365224291112,9.659682564043727,0.2319966256618499,0,0,none
16,0,Which term matches the picture?,b,b,1,4,1.0,243.90452061197115,10.348494963839537,0.042428467245603,0.9615137053016262,0.0384862946983738,254.0284330620209,10.364391993430289,0.0408001256729392,0.9629907521454912,0.0370092478545086,29.36340872796124,12.96198416887721,0.2509545981884002,29.36763750487671,9.701041469708189,0.2012648731470108,0,Which term matches the picture?,b,b,1,4,0.75,244.67539135200977,10.34974991616248,0.0422999217819682,0.961630307171002,0.0383696928289979,250.88108610760912,10.359582169285025,0.0412927986322633,0.9625438550989234,0.0374561449010766,29.158639100191323,12.95524889565801,0.2540813982486725,29.28559331333237,9.658703818320303,0.2121684104204177,0,0,none
17,1,Does this passage describe the weather or the climate?,b,b,1,4,0.5,226.05825893722687,10.630077127246874,0.0470236176161946,0.9572107365767328,0.0427892634232671,269.0740358695758,10.70329350241123,0.0397782471572221,0.9638036803119115,0.0361963196880883,30.501187502712625,11.1943302137161,0.2476262897253036,29.604781245394708,9.701041469708189,0.2019602805376052,1,Does this passage describe the weather or the climate?,b,a,0,4,0.0,222.24925007425227,10.622287359029672,0.047794480096022,0.9565092882538568,0.0434907117461432,265.69944642173004,10.698375230494058,0.0402649511490254,0.9633608027459104,0.0366391972540894,29.781418501568183,11.208155827633444,0.2565917372703552,29.166815752915817,9.658703818320303,0.2042380273342132,0,0,none
18,1,Does this passage describe the weather or the climate?,b,b,1,4,0.5,309.25239008397847,10.753865264313632,0.0347737498856302,0.9683575356490948,0.0316424643509052,269.0740358695758,10.70329350241123,0.0397782471572221,0.9638036803119115,0.0361963196880883,30.844447398066134,14.756448784194866,0.222452774643898,29.604781245394708,9.701041469708189,0.2019602805376052,1,Does this passage describe the weather or the climate?,b,a,0,4,0.0,303.8993279809694,10.747874731689938,0.0353665630098497,0.9678181038014636,0.0321818961985362,265.69944642173004,10.698375230494058,0.0402649511490254,0.9633608027459104,0.0366391972540894,30.35174331512818,14.762684372170256,0.2288179993629455,29.166815752915817,9.658703818320303,0.2042380273342132,0,0,none
19,0,"Is the following statement about our solar system true or false?
The volume of Mars is more than three times as large as Mercury's.",b,b,1,4,1.0,201.3249811992604,8.17670233503039,0.0406144447962845,0.9641747010679022,0.0358252989320978,231.5983264643412,8.215173163791894,0.0354716430347642,0.9687110775068544,0.0312889224931457,29.438335522027064,20.31732829535133,0.26077401638031,29.95642409032688,9.70108078923276,0.175207033753395,0,"Is the following statement about our solar system true or false?
The volume of Mars is more than three times as large as Mercury's.",b,b,1,4,1.0,210.26756280793865,8.18917964178367,0.0389464714976688,0.9656459914507546,0.0343540085492454,237.1231601362682,8.221166508894775,0.0346704493317746,0.9694177966078068,0.0305822033921932,29.20464868153637,20.676334634180986,0.2659403085708618,29.581067701065944,9.659682564043727,0.1750706881284713,0,0,none
20,0,Select the bird below.,b,b,1,4,1.0,218.16250535510096,10.777583240370294,0.0494016294084436,0.9549757301593932,0.0450242698406068,270.6417657045841,10.87250574998446,0.0401730520848442,0.963386585441661,0.036613414558339,28.991515042631217,13.976052287026878,0.2240532040596008,28.15205902722156,9.701041469708189,0.251018226146698,0,Select the bird below.,b,b,1,4,0.75,208.8155167942716,10.755906068385356,0.0515091322403126,0.9530549680847784,0.0469450319152216,266.91129210636103,10.866944854673346,0.0407136946845358,0.9628938478824484,0.0371061521175516,28.470660250076456,14.108196404306064,0.2235655486583709,27.71765694423591,9.658703818320303,0.260243684053421,0,0,none
21,0,"Which bird's beak is also adapted to crack large, hard nuts?",b,b,1,4,1.0,190.27751410860083,8.536423319202063,0.0448630168372385,0.9601832084772736,0.0398167915227263,232.91937879635609,8.599106373112178,0.0369188103521024,0.9672338447414316,0.0327661552585685,34.84317593416493,10.283507232303943,0.1915801912546157,34.944663720435145,9.70108078923276,0.2330493330955505,0,"Which bird's beak is also adapted to crack large, hard nuts?",a,a,1,4,1.0,185.81298838619145,8.528264521121038,0.0458970311773685,0.9592655008348778,0.0407344991651221,232.03033756750665,8.59802692588424,0.0370556152959211,0.9671124277188744,0.0328875722811256,33.96691792448924,10.289471688305836,0.1880828887224197,34.01129341949909,9.659682564043727,0.2286578565835952,0,0,none
22,0,"Complete the sentence.
 is what happens when pollen lands on a female cone.",b,b,1,4,1.0,167.2794293012327,8.207107072176319,0.0490622613100691,0.9566566525849696,0.0433433474150304,206.3498551087656,8.275017323336773,0.0401018809486203,0.9645725714318936,0.0354274285681063,30.94161262881113,15.06637269001246,0.2330771684646606,31.062040744426238,9.70108078923276,0.2675047516822815,0,"Complete the sentence.
 is what happens when pollen lands on a female cone.",a,a,1,4,0.25,173.92245851924116,8.22071658633025,0.0472665615258698,0.9582430376703972,0.0417569623296027,214.5498715096816,8.28623708026435,0.0386214963540093,0.9658803958590346,0.0341196041409653,30.04957392860039,15.09602950710918,0.2263254672288894,30.014195585632265,9.659682564043727,0.2596555054187774,0,0,none
23,1,Which property do these three objects have in common?,a,c,0,4,0.5,213.7514125498989,9.861701380325249,0.0461363097566576,0.9583471560817636,0.0416528439182363,247.38196352881343,9.917861581126417,0.0400912881426428,0.9638047304542912,0.0361952695457088,31.423440007584997,6.976399942740901,0.1865353286266327,31.0478693388919,9.701041469708189,0.1924546509981155,1,Which property do these three objects have in common?,a,c,0,4,0.25,197.1829428324096,9.82730662532601,0.049838522968381,0.9550047190755684,0.0449952809244317,238.8446452682379,9.905046708155831,0.0414706668304488,0.9625593979712562,0.0374406020287437,31.272794885228365,7.028716403887334,0.1902282238006591,30.91412318504015,9.658703818320303,0.2050692737102508,0,0,none
24,0,Which term matches the picture?,b,b,1,4,1.0,236.59681700506704,10.986423935936555,0.0464352144505023,0.9576122289643592,0.0423877710356408,261.638632771964,11.031177372782192,0.0421618828072558,0.9615130832060548,0.0384869167939451,28.80530875482243,8.379437774095607,0.2014442831277847,28.07779519313948,9.701041469708189,0.2098253220319748,0,Which term matches the picture?,b,b,1,4,0.75,231.4979920686993,10.976176515971794,0.0474137007318599,0.9567190307106952,0.0432809692893047,248.06163063017556,11.007989259659093,0.0443760255533852,0.9594919322999208,0.0405080677000791,28.958155642736973,8.391349205887987,0.2080462574958801,27.726024446938183,9.658703818320303,0.2142543345689773,0,0,none
25,0,Is Chelonoidis nigra made up of many cells?,b,b,1,4,1.0,240.33677969516503,9.907349676815745,0.04122277784275,0.9627831974335048,0.0372168025664953,256.7597016476231,9.930990096047957,0.038678149383727,0.9650805422491744,0.0349194577508256,33.21420379674176,13.503709172770758,0.2400469332933426,30.738022092290663,9.701041469708189,0.2032664865255355,0,Is Chelonoidis nigra made up of many cells?,a,a,1,4,0.25,250.4421492923459,9.922249942119477,0.0396189298413065,0.9642311855978172,0.0357688144021827,260.1326815016746,9.935488677138242,0.0381939271135921,0.9655177084366316,0.0344822915633684,32.38267192739763,13.489299787728148,0.230893924832344,29.8584868559631,9.658703818320303,0.2020134329795837,0,0,none
26,1,Which of these continents does the equator intersect?,c,c,1,4,1.0,196.86840177956563,9.69271332856944,0.0492344796877175,0.955619623943466,0.0443803760565341,250.22188188410573,9.785311648332884,0.0391065384635909,0.9647490357511294,0.0352509642488706,31.641745540925445,18.627460088287503,0.2380330860614776,31.69818707102881,9.701041469708189,0.169522225856781,1,Which of these continents does the equator intersect?,c,c,1,4,1.0,206.9204904854697,9.713655730884792,0.0469439044344759,0.9576843678337118,0.0423156321662882,252.19928586265215,9.788016959750523,0.0388106450272864,0.965015756595122,0.0349842434048778,31.36326257002317,18.898212932119986,0.2439483553171157,31.41478052767141,9.658703818320303,0.1728767603635788,1,1,keep
27,1,What is the name of the colony shown?,c,c,1,4,0.0,173.28857597376756,9.029226977740548,0.0521051484611853,0.953396637401176,0.0466033625988241,218.40322898404133,9.116993209343452,0.0417438572302867,0.9626638792474452,0.0373361207525546,28.693493209970704,22.36902571367782,0.2542126774787903,28.125834143607804,9.70108078923276,0.1791925579309463,1,What is the name of the colony shown?,c,c,1,4,0.5,171.73101859631862,9.025412108967124,0.0525555149136033,0.9529938251704416,0.0470061748295583,215.91508134485528,9.113072296610063,0.042206742761312,0.9622498698283918,0.0377501301716082,28.055492060537343,22.430462962222688,0.2454685568809509,27.48127694163945,9.659682564043727,0.1837510615587234,0,0,none
28,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,c,c,1,4,1.0,180.33622078179656,7.723545534686568,0.0428285870758704,0.962508714049086,0.0374912859509139,215.8399612858043,7.771472053282703,0.0360057146368374,0.9684813197100024,0.0315186802899974,28.28974173669244,11.682446829710337,0.1731829792261123,30.17187445620294,9.70108078923276,0.2336194813251495,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,a,a,1,4,1.0,151.0176238924838,7.667735408474364,0.0507737786546911,0.9555536527278083,0.0444463472721916,199.64696317823672,7.751655548894165,0.0388268142199278,0.9660117857284524,0.0339882142715477,27.34685084321625,11.65432956819068,0.1706222593784332,29.163603223073004,9.659682564043727,0.2322031408548355,0,0,none
29,1,Does this passage describe the weather or the climate?,b,b,1,4,1.0,234.917529636264,10.64725839283406,0.0453233882091294,0.9587578647575694,0.0412421352424305,274.9092778598433,10.711523223618135,0.0389638476627885,0.9645447452547138,0.0354552547452862,31.759158575301782,11.378170523792011,0.2122556567192077,29.757166166430046,9.701041469708189,0.2001642137765884,1,Does this passage describe the weather or the climate?,a,b,0,4,0.0,230.37430382909875,10.6386056033497,0.0461796538351858,0.9579787036191674,0.0420212963808325,271.71930583114846,10.707066481676057,0.0394048794174736,0.9641434272599292,0.0358565727400708,31.30646945578522,11.479170300886723,0.2159439623355865,29.501029565702208,9.658703818320303,0.2032580226659774,1,0,fixed
30,0,Identify the question that Rob's experiment can best answer.,a,a,1,4,0.25,165.38942902507088,6.586478208206662,0.0398240579644799,0.9660168038703104,0.0339831961296895,172.2322946995584,6.595383080074253,0.0382935331122378,0.9673228517442236,0.0326771482557763,30.72877489690197,15.149701998013771,0.296093076467514,31.50134763069404,9.70108078923276,0.2404916435480117,0,Identify the question that Rob's experiment can best answer.,a,a,1,4,0.25,164.92602871423844,6.58584936389886,0.0399321405798834,0.9659245733718328,0.0340754266281671,169.39943219043457,6.591780941123576,0.0389126507443853,0.9667945380314578,0.0332054619685421,30.65606682636955,15.099704710967128,0.2978830337524414,31.52366925036257,9.659682564043727,0.2386502623558044,0,0,none
31,1,"Based on the bubble map, what does the quotation ""Vanity, not love, has been my folly"" show?",b,b,1,4,1.0,173.6720591987752,7.558700553034519,0.0435228360157995,0.962016434022575,0.037983565977425,210.8376812980088,7.60965166744875,0.0360924651637241,0.968501121311659,0.031498878688341,34.69739856427535,15.733938008593194,0.247271254658699,33.74152281443155,9.70108078923276,0.2066316604614257,1,"Based on the bubble map, what does the quotation ""Vanity, not love, has been my folly"" show?",b,b,1,4,1.0,174.12177267347568,7.559442150613355,0.0434146863688856,0.9621108191689725,0.0378891808310275,214.6313712256487,7.613890735273149,0.035474267772666,0.9690406390347642,0.0309593609652358,34.20883878096067,15.74445255964766,0.2439992874860763,33.26099773444934,9.659682564043727,0.2051690518856048,1,1,keep
32,1,Which of these oceans does the prime meridian intersect?,c,c,1,4,1.0,176.5448983022357,8.60985104079072,0.0487686199011602,0.9566501156434132,0.0433498843565868,220.53971291866029,8.684956285800423,0.0393804642749472,0.9649951428667136,0.0350048571332864,30.214252532663664,18.6462244358942,0.2952229082584381,30.881901416290173,9.70108078923276,0.2065137773752212,1,Which of these oceans does the prime meridian intersect?,b,b,1,4,0.25,176.92861189483898,8.610660571870062,0.0486674285162423,0.956740063541118,0.043259936458882,223.16563866771335,8.688535024431138,0.0389331219461079,0.9653927804923486,0.0346072195076514,29.3121797397021,18.92466177164712,0.2862829864025116,29.7647229400399,9.659682564043727,0.2038182765245437,1,0,fixed
33,0,What can Rebecca and Damon trade to each get what they want?,a,b,0,4,0.0,96.66633571230663,5.044032735430392,0.0521798276335019,0.9577277345753908,0.0422722654246091,134.41339130893087,5.104631032710808,0.0379771017084042,0.9692337403881282,0.0307662596118718,30.32367176033547,7.444239910859161,0.1584080904722213,30.681117607403337,9.69933238087742,0.204216182231903,0,What can Rebecca and Damon trade to each get what they want?,b,b,1,4,1.0,103.87186685932711,5.05886737090768,0.0487029599435125,0.9605444375141164,0.0394555624858836,138.41212564033873,5.109172264395869,0.0369127505322182,0.970095999568836,0.0299040004311641,29.89790839566899,7.390650598817827,0.1540046632289886,30.10984371074965,9.659049246663056,0.2032377570867538,0,0,none
34,0,What is the capital of North Carolina?,a,a,1,4,1.0,191.09354157726068,8.956563093832608,0.046870046051302,0.9581439588751164,0.0418560411248836,232.66178089092384,9.024046352847456,0.038786113981815,0.9653630982115884,0.0346369017884116,31.73386311897866,9.157215525093282,0.1439925730228424,31.29799144999997,9.70108078923276,0.1716963350772857,0,What is the capital of North Carolina?,a,a,1,4,1.0,194.6633301759487,8.963443140218502,0.0460458738279921,0.958879963837328,0.041120036162672,234.9456706794418,9.02708579795507,0.0384220137866322,0.9656882481533332,0.0343117518466669,31.84390338670181,9.064236750179054,0.1405679285526275,31.353274108016908,9.659682564043727,0.1783020943403244,0,0,none
35,1,Which animal's body is better adapted for protection against a predator with sharp teeth?,a,a,1,4,0.75,224.6121528106929,8.902434497706874,0.0396346964592339,0.964660084890838,0.0353399151091621,234.3881097874638,8.915575805998984,0.0380376624654013,0.9660840656655244,0.0339159343344755,33.8485164159036,10.132897565032511,0.1737951338291168,34.085343521414465,9.70108078923276,0.2310664355754852,1,Which animal's body is better adapted for protection against a predator with sharp teeth?,a,a,1,4,1.0,223.3475301226465,8.900653484211016,0.0398511390715778,0.9644670958123392,0.0355329041876607,232.60676806637076,8.913260729805526,0.0383190085305783,0.9658332060160788,0.0341667939839212,32.93233035081736,10.098272199214668,0.1680130213499069,33.470915269280695,9.659682564043727,0.2255491763353347,0,1,new
36,0,What is the capital of Wyoming?,d,d,1,4,1.0,189.6847769654632,8.844878464959468,0.0466293532167312,0.9584233630761034,0.0415766369238965,222.7362394092227,8.899785589255826,0.0399566124168266,0.9643730514673496,0.0356269485326504,32.97941909870581,8.952490167097652,0.1358578652143478,32.1900000106669,9.70108078923276,0.1692028045654297,0,What is the capital of Wyoming?,d,d,1,4,1.0,191.92167009167915,8.849166644410875,0.0461082202972895,0.9588880264841504,0.0411119735158495,222.67978541582,8.899705205531923,0.0399663812721621,0.96436434115671,0.0356356588432901,33.1913973276211,9.02494937808124,0.1347734034061432,32.4284567208317,9.659682564043727,0.169719323515892,0,0,none
