dataset_idx,visual_cued_base,question_base,ans_orig_base,ans_blank_base,same_orig_blank_base,swap_k_base,swap_same_rate_base,mdi_orig_base,aei_t_orig_base,aei_o_orig_base,at_orig_base,ao_orig_base,mdi_blank_base,aei_t_blank_base,aei_o_blank_base,at_blank_base,ao_blank_base,effrank_text_orig_base,effrank_image_orig_base,cka_ti_orig_base,effrank_text_blank_base,effrank_image_blank_base,cka_ti_blank_base,visual_cued_reg,question_reg,ans_orig_reg,ans_blank_reg,same_orig_blank_reg,swap_k_reg,swap_same_rate_reg,mdi_orig_reg,aei_t_orig_reg,aei_o_orig_reg,at_orig_reg,ao_orig_reg,mdi_blank_reg,aei_t_blank_reg,aei_o_blank_reg,at_blank_reg,ao_blank_reg,effrank_text_orig_reg,effrank_image_orig_reg,cka_ti_orig_reg,effrank_text_blank_reg,effrank_image_blank_reg,cka_ti_blank_reg,dominant_base,dominant_reg,dominance_transition
10,0,Identify the question that Tyrone and Quincy's experiment can best answer.,a,b,0,4,0.0,126.76998925593504,5.663287581834211,0.0446737245547969,0.9629220960467392,0.0370779039532608,152.26813376983964,5.6986700595130415,0.0374252308636477,0.9689381369200848,0.0310618630799151,31.72275825876448,13.642490455031172,0.1971520632505417,31.538042790207744,9.835158182178022,0.257458746433258,0,Identify the question that Tyrone and Quincy's experiment can best answer.,b,b,1,4,1.0,105.512900236819,5.621297187615221,0.0532759233704928,0.9557825189316947,0.0442174810683052,127.17772580180063,5.66396087468749,0.0445357930327709,0.9630365752350488,0.0369634247649511,32.18046945178416,12.488442772950336,0.1896053701639175,31.916658703846775,9.574276139168502,0.2507172524929046,0,0,none
11,1,Which animal's mouth is also adapted for bottom feeding?,b,b,1,4,0.75,213.1155756445843,9.34460291120017,0.0438475830916473,0.9606601123663724,0.0393398876336275,248.62918608876404,9.397408995179047,0.0377968859690673,0.9660887752053228,0.0339112247946772,32.95251535030168,10.13672502744402,0.1840185672044754,32.50510493575499,9.835158182178022,0.1982762217521667,1,Which animal's mouth is also adapted for bottom feeding?,b,b,1,4,1.0,182.9635277920501,9.284410775872438,0.0507445985979499,0.9544721358373534,0.0455278641626466,209.812013324212,9.338818259806995,0.0445104077304486,0.9600654285782892,0.0399345714217109,33.70496381147747,9.01673786585646,0.197715014219284,33.737822498620766,9.574276139168502,0.227291852235794,0,1,new
12,1,Which property do these two objects have in common?,b,a,0,4,0.25,216.55102608045848,10.29843048332052,0.047556599798766,0.956862044906946,0.0431379550930539,261.3084153876165,10.375089413144584,0.0397043830285928,0.9639846856307568,0.0360153143692433,29.899519416076924,8.236754034841798,0.1741957068443298,29.87638180593057,9.835158182178022,0.1945187747478485,1,Which property do these two objects have in common?,b,a,0,4,0.25,192.66192137779225,10.243638404181628,0.0531689829050069,0.951771127317663,0.048228872682337,215.63076867277195,10.29653487223551,0.047750768295321,0.9566859172628268,0.0433140827371731,31.672721186791765,7.903101351387898,0.190140351653099,30.91789711205555,9.574276139168502,0.1934458315372467,0,0,none
13,0,"Based on the arrows, which of the following organisms is a consumer?",a,a,1,4,0.5,189.11307382071567,8.737835606257327,0.0462042915898085,0.9588660402538952,0.0411339597461046,230.9229160569168,8.803399148251506,0.038122674434276,0.966060802976595,0.033939197023405,31.773722818711487,11.399232929882546,0.1917869597673416,30.71105033843592,9.835158182178022,0.1948857009410858,0,"Based on the arrows, which of the following organisms is a consumer?",a,a,1,4,0.25,169.96556058643583,8.697531621817829,0.0511723174495383,0.9544431918841824,0.0455568081158177,194.8687116073121,8.74846439288285,0.0448941460161764,0.960032414056696,0.0399675859433039,33.498561725720094,12.003170715968038,0.2006634473800659,32.07234759065191,9.574276139168502,0.2233036756515503,0,0,none
14,0,What is the expected ratio of offspring with black eyes to offspring with red eyes? Choose the most likely ratio.,d,a,0,4,0.0,128.65352279425085,6.523179820535277,0.0507034683454993,0.956733040345174,0.0432669596548261,173.56750128072252,6.597041419448149,0.0380085060323493,0.9675660748523952,0.0324339251476048,26.48581802251261,11.446478771097812,0.1993590593338012,26.769352543896648,9.835158182178022,0.2452843189239502,0,What is the expected ratio of offspring with black eyes to offspring with red eyes? Choose the most likely ratio.,d,d,1,4,1.0,101.33006119037184,6.447952495014695,0.0636331649193493,0.945699699268822,0.0543003007311781,145.75475749871154,6.556463455614035,0.0449828435663377,0.9616146401567252,0.0383853598432748,26.91604194274336,9.48452878806384,0.2082672268152237,27.115953942934027,9.574276139168502,0.2260183990001678,0,0,none
15,0,Identify the question that Reba and Donald's experiment can best answer.,a,a,1,4,1.0,128.9937817919148,5.380739785884668,0.041713171837729,0.965773807722889,0.034226192277111,139.75295560289712,5.394955358666837,0.0386035152916293,0.9683253207863554,0.0316746792136446,31.752851747705936,15.208158647427725,0.2649025917053222,31.430453238365843,9.835158182178022,0.2407898008823394,0,Identify the question that Reba and Donald's experiment can best answer.,a,a,1,4,0.0,108.18495408844448,5.3455487839230615,0.0494112035168302,0.9594574740374726,0.0405425259625273,115.61353320364653,5.359510313279372,0.0463571189701374,0.9619633895629642,0.0380366104370358,31.396315943388085,15.037609474038884,0.3091348111629486,30.554115718431365,9.574276139168502,0.2353239506483078,0,0,none
16,0,Which term matches the picture?,a,b,0,4,0.25,252.62780408125863,10.362265779558218,0.0410179149410852,0.9627931984156456,0.0372068015843545,254.24456836824373,10.36471808666231,0.0407667237620204,0.9630210505717736,0.0369789494282264,28.175896621088643,12.983520341077911,0.2413907349109649,27.99800599435066,9.835158182178022,0.1898792386054992,0,Which term matches the picture?,b,b,1,4,0.75,200.5687677584428,10.263151575094666,0.0511702379677338,0.95358416209541,0.0464158379045901,217.47526781587712,10.300318848240776,0.0473631735308928,0.9570374992853634,0.0429625007146366,29.862188870807294,12.22507604638956,0.2397523522377014,30.453142589050884,9.574276139168502,0.2091002017259597,0,0,none
17,1,Does this passage describe the weather or the climate?,b,a,0,4,0.0,223.7607528097761,10.625408886705063,0.0474855789198115,0.9567903736843422,0.0432096263156578,276.60744724982044,10.713855304058692,0.038733068869192,0.964754743019503,0.0352452569804969,29.3663632066704,11.219689769543312,0.2490172088146209,28.51714119793388,9.835158182178022,0.1968162208795547,1,Does this passage describe the weather or the climate?,b,b,1,4,0.25,190.63814203895373,10.546233054075609,0.0553206873571011,0.949660796338562,0.050339203661438,231.9371914758464,10.641618848808491,0.0458814680866595,0.9582500385183004,0.0417499614816996,30.01997098630352,10.009782647574616,0.2174412459135055,29.492632650241365,9.574276139168502,0.2053419649600982,0,0,none
18,1,Does this passage describe the weather or the climate?,b,a,0,4,0.0,306.7936963945044,10.75113890703981,0.0350435456575189,0.9681120342832056,0.0318879657167944,276.60744724982044,10.713855304058692,0.038733068869192,0.964754743019503,0.0352452569804969,30.06469456647614,14.768802875276092,0.2174064069986343,28.51714119793388,9.835158182178022,0.1968162208795547,1,Does this passage describe the weather or the climate?,b,b,1,4,0.25,269.53079868552544,10.703950087225628,0.0397132726182971,0.9638628040629712,0.0361371959370286,231.9371914758464,10.641618848808491,0.0458814680866595,0.9582500385183004,0.0417499614816996,30.33851078918373,13.96740137058992,0.2246233820915222,29.492632650241365,9.574276139168502,0.2053419649600982,0,0,none
19,0,"Is the following statement about our solar system true or false?
The volume of Mars is more than three times as large as Mercury's.",b,b,1,4,1.0,199.50489897429824,8.174030783622221,0.0409715792727238,0.9638596789263568,0.036140321073643,231.80769981748975,8.215405337562261,0.035440605916156,0.968738454812089,0.031261545187911,28.84638638337876,20.21783415772885,0.2510687112808227,29.33278928082683,9.835158182178022,0.1704330742359161,0,"Is the following statement about our solar system true or false?
The volume of Mars is more than three times as large as Mercury's.",b,b,1,4,1.0,169.30727362177083,8.121678578295846,0.0479700511653121,0.9576864479766926,0.0423135520233074,195.5345894236304,8.168036870129619,0.041772848958367,0.9631528928024206,0.0368471071975794,30.25877497910908,21.84822749526558,0.2758239507675171,28.98476269193244,9.574276139168502,0.1784846633672714,0,0,none
20,0,Select the bird below.,b,a,0,4,0.75,215.67425834488344,10.771987755737966,0.0499456348588088,0.9544799277236172,0.0455200722763827,264.2957598955168,10.862955856729943,0.041101513929033,0.9625403923684762,0.0374596076315237,27.888639339161124,14.006310932779805,0.2169791013002395,27.598170941031665,9.835158182178022,0.2526636719703674,0,Select the bird below.,b,b,1,4,0.75,185.59838288624985,10.69311062707652,0.0576142445897826,0.9474908150574132,0.0525091849425866,229.95643687425343,10.802528333155248,0.0469764120543508,0.957186054836541,0.0428139451634589,29.25572461294933,13.59975301516531,0.2230891585350036,28.958079697051023,9.574276139168502,0.2393770515918731,0,0,none
21,0,"Which bird's beak is also adapted to crack large, hard nuts?",b,a,0,4,0.5,189.32619074262115,8.53471577171361,0.0450794247654625,0.9599911422728714,0.0400088577271285,232.47537382278583,8.598568273710748,0.0369870069776309,0.9671733189227806,0.0328266810772194,33.898095127176774,10.310180345460951,0.1858263611793518,34.31673332179518,9.835158182178022,0.2286090105772018,0,"Which bird's beak is also adapted to crack large, hard nuts?",b,b,1,4,1.0,160.14854355302572,8.472954207503541,0.0529068452295859,0.953044155851708,0.046955844148292,194.36951383109485,8.543584981725823,0.043955375579887,0.9609887575747074,0.0390112424252926,35.23672025598979,10.04208606661362,0.2055559307336807,35.44952980098729,9.574276139168502,0.2448973506689071,0,0,none
22,0,"Complete the sentence.
 is what happens when pollen lands on a female cone.",b,b,1,4,1.0,164.85619279767403,8.20188158867866,0.0497517348271212,0.9560475471465922,0.0439524528534077,203.9826245430733,8.271616552175663,0.0405505938101556,0.9641761625235434,0.0358238374764565,30.39670026971791,15.06651278268736,0.234321653842926,30.57979038800115,9.835158182178022,0.2630605101585388,0,"Complete the sentence.
 is what happens when pollen lands on a female cone.",b,b,1,4,1.0,137.13636241103185,8.129655647449669,0.0592815465170577,0.9476285724021084,0.0523714275978914,174.01747906811258,8.22090403101848,0.0472418292406173,0.9582648870512338,0.0417351129487662,30.73921666353728,14.54119276712246,0.2316697239875793,31.28857579399768,9.574276139168502,0.2460365295410156,0,0,none
23,1,Which property do these three objects have in common?,a,a,1,4,0.75,218.4698970679301,9.870581080656278,0.0451805086793589,0.959210073668792,0.0407899263312081,256.5171449393954,9.930662195160007,0.0387134442709715,0.9650486772726026,0.0349513227273974,30.219886303657983,6.994155808785209,0.1806410849094391,30.019104963217284,9.835158182178022,0.1865434199571609,1,Which property do these three objects have in common?,a,a,1,4,0.5,176.99204991373867,9.777120955859258,0.055240452667927,0.9501277417919656,0.0498722582080344,213.77069092796629,9.861738424546544,0.0461323223578372,0.9583507559904164,0.0416492440095835,32.165565388623854,6.252955951132789,0.1692050397396087,31.306932229931352,9.574276139168502,0.2059767395257949,0,0,none
24,0,Which term matches the picture?,b,b,1,4,0.75,238.07782247559905,10.989321607669144,0.0461585270454809,0.9578647994006386,0.0421352005993613,261.7055363584507,11.031285909266792,0.0421515190804276,0.9615225435969472,0.0384774564030528,27.25090176080671,8.36371975189412,0.1895409226417541,26.720483174046315,9.835158182178022,0.1928786784410476,0,Which term matches the picture?,b,b,1,4,1.0,204.487159299118,10.913782319239424,0.0533714799337353,0.9512805508053382,0.0487194491946617,223.99494400063045,10.960286716853906,0.0489309558559636,0.9553340244484388,0.0446659755515611,29.045195785717706,7.960776524167234,0.1913963556289672,28.74915127245756,9.574276139168502,0.2087043076753616,0,0,none
25,0,Is Chelonoidis nigra made up of many cells?,b,a,0,4,1.0,239.63370686220213,9.906267989985242,0.0413392094113108,0.9626780805314812,0.0373219194685188,261.2606834733079,9.93696807781982,0.0380346860680055,0.9656614746470672,0.0343385253529328,32.09056706861662,13.596258120679472,0.2363750487565994,29.584537821243643,9.835158182178022,0.1970022916793823,0,Is Chelonoidis nigra made up of many cells?,b,b,1,4,1.0,199.26448476709817,9.831927890784636,0.0493410950891538,0.9554538075684128,0.0445461924315871,218.89632636757835,9.871365482700387,0.0450960765148888,0.9592863008266834,0.0407136991733165,33.23281838667684,13.72993329613348,0.2470787763595581,30.958518079146405,9.574276139168502,0.211000457406044,0,0,none
26,1,Which of these continents does the equator intersect?,c,c,1,4,1.0,194.2400044450412,9.686895941635315,0.0498707563836374,0.9550460787527776,0.0449539212472225,249.2260634192028,9.783933578537509,0.03925726484746,0.9646131697149656,0.0353868302850343,30.18657442890809,18.65973508033668,0.225063294172287,30.41612880617813,9.835158182178022,0.1623676717281341,1,Which of these continents does the equator intersect?,c,c,1,4,1.0,174.58302775922127,9.638112294699376,0.0552064677672558,0.9502364234210652,0.0497635765789348,210.69825173136712,9.721031150655628,0.0461372178970407,0.9584115218956252,0.0415884781043747,32.078549618148514,18.615668174139227,0.2577136754989624,31.82796380312544,9.574276139168502,0.1805040836334228,1,1,keep
27,1,What is the name of the colony shown?,c,c,1,4,0.5,168.9015189090045,9.018310509225644,0.0533938982164171,0.9522439668126456,0.0477560331873544,215.3718957477817,9.11220473337916,0.0423091634205156,0.9621582637729548,0.037841736227045,27.606028479930075,22.47405271588789,0.2463325560092926,27.34407346540393,9.835158182178022,0.1730850040912628,1,What is the name of the colony shown?,a,c,0,4,0.0,156.59858504666693,8.984601350570536,0.0573734516687561,0.9486846146565164,0.0513153853434837,182.28920444692776,9.050051747183993,0.0496466687352231,0.9555955261001732,0.0444044738998269,29.37057840408921,21.20867842559631,0.2446133643388748,28.963644971997663,9.574276139168502,0.1885755211114883,0,0,none
28,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,c,a,0,4,0.25,178.3387323375656,7.720303607048547,0.0432901114965609,0.9621047048297582,0.0378952951702417,205.07180983377145,7.75863136410218,0.037833729416009,0.9668811122437369,0.0331188877562632,28.0689467653366,11.75573449466204,0.1721250712871551,29.91394405414017,9.835158182178022,0.2317377924919128,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,a,c,0,4,0.5,134.34156597045822,7.625663067629087,0.0567632438444701,0.9503105950540808,0.0496894049459191,181.09551252393857,7.724759807605136,0.0426557218339908,0.962660036814014,0.0373399631859859,29.109106782576426,11.382601335194355,0.1882316917181015,30.01531193332331,9.574276139168502,0.2182991802692413,0,0,none
29,1,Does this passage describe the weather or the climate?,a,a,1,4,0.75,234.81768318409829,10.647071680435122,0.0453418649569409,0.9587410517927362,0.0412589482072637,273.6459450975992,10.709770192990236,0.0391373246520077,0.9643868894161824,0.0356131105838175,30.765068878594864,11.382053156020133,0.2076320201158523,28.660490398500407,9.835158182178022,0.1957150846719741,1,Does this passage describe the weather or the climate?,b,b,1,4,1.0,199.32891924564413,10.569430824508157,0.0530250746580472,0.9517496950978906,0.0482503049021093,234.22377174079207,10.645957915295416,0.0454520812988912,0.9586407601450848,0.0413592398549152,30.704373322874048,11.00830437279891,0.1974582970142364,29.70930155011798,9.574276139168502,0.2059448659420013,0,1,new
30,0,Identify the question that Rob's experiment can best answer.,a,a,1,4,0.75,164.72046964229665,6.585569321554938,0.039980272857745,0.9658835004947242,0.0341164995052758,173.1972422758503,6.596584033028032,0.038087119323307,0.967498991510778,0.032501008489222,30.680254455626194,15.165751253779854,0.2975598573684692,31.459511872101125,9.835158182178022,0.2441089302301406,0,Identify the question that Rob's experiment can best answer.,a,a,1,4,0.25,139.1648499723285,6.544567582104023,0.0470274468258712,0.9598699120419232,0.0401300879580767,144.43043477520814,6.554156615241291,0.0453793317554031,0.9612763035687226,0.0387236964312773,31.08265042418392,13.909179911924054,0.3086387813091278,31.464830198863098,9.574276139168502,0.2668270468711853,0,0,none
31,1,"Based on the bubble map, what does the quotation ""Vanity, not love, has been my folly"" show?",b,b,1,4,1.0,170.0166187560149,7.552532662114359,0.0444223201083227,0.9612314297236456,0.0387685702763543,210.21747772176224,7.608944560738032,0.0361955848923704,0.9684111259121132,0.0315888740878869,34.43357896036304,15.74747463450364,0.2438603490591049,33.56145189444482,9.835158182178022,0.2029144614934921,1,"Based on the bubble map, what does the quotation ""Vanity, not love, has been my folly"" show?",b,b,1,4,1.0,145.93303607545636,7.504518418865478,0.0514243972487845,0.9551205260374244,0.0448794739625756,178.08689422011258,7.565824727227145,0.0424838939460413,0.9629231471016366,0.0370768528983633,35.21507729966263,15.547581056293144,0.2536355853080749,33.542925133717844,9.574276139168502,0.2019730806350708,1,1,keep
32,1,Which of these oceans does the prime meridian intersect?,a,a,1,4,0.75,174.87868544081442,8.606296382618622,0.0492129521726724,0.9562551536242913,0.0437448463757088,225.95089243087065,8.69224310601305,0.0384696117483688,0.9658047895570054,0.0341952104429945,29.081102868431696,18.679876887865195,0.2766546010971069,30.045032057038103,9.835158182178022,0.2056569308042526,1,Which of these oceans does the prime meridian intersect?,a,a,1,4,0.0,166.47306505460713,8.587328852293247,0.0515838934633443,0.9541476502548052,0.0458523497451949,192.270084643289,8.640485496731863,0.0449393129085172,0.960053944081318,0.039946055918682,29.862430941610175,18.600610605197545,0.3081189692020416,30.85104454220012,9.574276139168502,0.2109491974115371,0,0,none
33,0,What can Rebecca and Damon trade to each get what they want?,a,a,1,4,0.25,91.85430333460678,5.032887179102055,0.0547920673979558,0.955611489702922,0.0443885102970781,135.37531688567796,5.105747217232694,0.0377154959610872,0.9694456741581066,0.0305543258418934,30.08498679992047,7.434546698669798,0.1569589674472808,30.523157001399465,9.835158182178022,0.2032266110181808,0,What can Rebecca and Damon trade to each get what they want?,b,b,1,4,0.75,81.5875932668873,5.00493112636264,0.0613442672587563,0.950303378423286,0.0496966215767139,111.87990066999237,5.073194645698737,0.0453450049143584,0.9632648061453298,0.0367351938546701,30.94062411918909,6.859557719094282,0.1543168723583221,30.453425753571786,9.574276139168502,0.2184024155139923,0,0,none
34,0,What is the capital of North Carolina?,a,a,1,4,1.0,190.12153493900533,8.954646877522675,0.0470995927967628,0.9579389682931234,0.0420610317068766,230.12913489600308,9.020607784008572,0.039198025873973,0.9649952513125448,0.035004748687455,30.80868412192694,9.09518429617821,0.1397756040096283,30.435417376567976,9.835158182178022,0.1666851490736007,0,What is the capital of North Carolina?,a,a,1,4,1.0,167.93825849380087,8.90517046470132,0.053026454749321,0.95264614273549,0.0473538572645099,199.52926304179084,8.972440676317554,0.0449680439827931,0.959842490954901,0.0401575090450989,32.90395091309597,7.963996178028151,0.1392780840396881,32.32730834203571,9.574276139168502,0.1874523013830185,0,0,none
35,1,Which animal's body is better adapted for protection against a predator with sharp teeth?,a,a,1,4,1.0,224.43291684618697,8.902183250851206,0.0396652299312771,0.9646328599993568,0.0353671400006433,236.6352822478005,8.918448239527617,0.0376885820018519,0.966395320072652,0.0336046799273479,32.7905055178767,10.160255516335427,0.1670796275138855,33.145697015059255,9.835158182178022,0.2246234863996505,1,Which animal's body is better adapted for protection against a predator with sharp teeth?,a,a,1,4,0.0,191.93903186500756,8.849199552532637,0.0461042210463808,0.9588915923796976,0.0411084076203023,196.04390140643497,8.856823056753315,0.0451777535195624,0.9597176686884396,0.0402823313115603,33.863901550889494,9.892596713582684,0.1754413247108459,34.17017662920321,9.574276139168502,0.2164743393659591,1,0,fixed
36,0,What is the capital of Wyoming?,d,d,1,4,0.5,188.950204803134,8.843449050621183,0.0468030667647866,0.9582684729775276,0.0417315270224722,221.46912419910424,8.89797185953281,0.0401770309595544,0.964176517286837,0.035823482713163,32.41027722093912,8.940191441741952,0.1348788887262344,31.619197078722603,9.835158182178022,0.1651066392660141,0,What is the capital of Wyoming?,d,d,1,4,0.75,171.4798636462539,8.80600940942049,0.0513530231607042,0.9542115459124372,0.0457884540875629,192.89496421144577,8.85100269231178,0.0458850894759988,0.9590869790430724,0.0409130209569277,33.885142259643985,7.719520057997248,0.1296696811914444,32.40449778154067,9.574276139168502,0.173114001750946,0,0,none
